# Downloaded at 2025-09-17 15:01:00 [UTC]
# Station name = Belfast Maine Harbor
# Device type = Level
# Device serial = PTM5461
# Latitude [deg] = 44.428903
# Longitude [deg] = -69.004461
# Current probe level = 6.28 m w.r.t. local datum
# 
# timestamp [sec UTC],timestring [America/New_York],Water level [ft]# 
1705758300,2024-01-20 08:45:00,7.595
1705759200,2024-01-20 09:00:00,6.918
1705760100,2024-01-20 09:15:00,6.326
1705761000,2024-01-20 09:30:00,5.647
1705761900,2024-01-20 09:45:00,5.099
1705762800,2024-01-20 10:00:00,4.467
1705763700,2024-01-20 10:15:00,3.774
1705764600,2024-01-20 10:30:00,3.174
1705765500,2024-01-20 10:45:00,2.639
1705766400,2024-01-20 11:00:00,2.211
1705767300,2024-01-20 11:15:00,1.831
1705768200,2024-01-20 11:30:00,1.585
1705769100,2024-01-20 11:45:00,1.323
1705770000,2024-01-20 12:00:00,1.158
1705770900,2024-01-20 12:15:00,1.075
1705771800,2024-01-20 12:30:00,1.033
1705772700,2024-01-20 12:45:00,1.096
1705773600,2024-01-20 13:00:00,1.197
1705774500,2024-01-20 13:15:00,1.397
1705775400,2024-01-20 13:30:00,1.588
1705776300,2024-01-20 13:45:00,1.869
1705777200,2024-01-20 14:00:00,2.100
1705778100,2024-01-20 14:15:00,2.462
1705779000,2024-01-20 14:30:00,2.938
1705779900,2024-01-20 14:45:00,3.408
1705780800,2024-01-20 15:00:00,4.005
1705781700,2024-01-20 15:15:00,4.667
1705782600,2024-01-20 15:30:00,5.390
1705783500,2024-01-20 15:45:00,6.071
1705784400,2024-01-20 16:00:00,6.720
1705785300,2024-01-20 16:15:00,7.355
1705786200,2024-01-20 16:30:00,7.946
1705787100,2024-01-20 16:45:00,8.498
1705788000,2024-01-20 17:00:00,8.931
1705788900,2024-01-20 17:15:00,9.294
1705789800,2024-01-20 17:30:00,9.615
1705790700,2024-01-20 17:45:00,9.840
1705791600,2024-01-20 18:00:00,10.001
1705792500,2024-01-20 18:15:00,10.127
1705793400,2024-01-20 18:30:00,10.260
1705794300,2024-01-20 18:45:00,10.224
1705795200,2024-01-20 19:00:00,10.128
1705796100,2024-01-20 19:15:00,10.099
1705797000,2024-01-20 19:30:00,10.040
1705797900,2024-01-20 19:45:00,9.780
1705798800,2024-01-20 20:00:00,9.443
1705799700,2024-01-20 20:15:00,9.073
1705800600,2024-01-20 20:30:00,8.628
1705801500,2024-01-20 20:45:00,8.112
1705802400,2024-01-20 21:00:00,7.558
1705803300,2024-01-20 21:15:00,7.023
1705804200,2024-01-20 21:30:00,6.366
1705805100,2024-01-20 21:45:00,5.761
1705806000,2024-01-20 22:00:00,5.243
1705806900,2024-01-20 22:15:00,4.658
1705807800,2024-01-20 22:30:00,4.152
1705808700,2024-01-20 22:45:00,3.569
1705809600,2024-01-20 23:00:00,3.018
1705810500,2024-01-20 23:15:00,2.640
1705811400,2024-01-20 23:30:00,2.250
1705812300,2024-01-20 23:45:00,1.956
1705813200,2024-01-21 00:00:00,1.708
1705814100,2024-01-21 00:15:00,1.598
1705815000,2024-01-21 00:30:00,1.479
1705815900,2024-01-21 00:45:00,1.482
1705816800,2024-01-21 01:00:00,1.496
1705817700,2024-01-21 01:15:00,1.589
1705818600,2024-01-21 01:30:00,1.717
1705819500,2024-01-21 01:45:00,1.971
1705820400,2024-01-21 02:00:00,2.235
1705821300,2024-01-21 02:15:00,2.552
1705822200,2024-01-21 02:30:00,2.927
1705823100,2024-01-21 02:45:00,3.377
1705824000,2024-01-21 03:00:00,3.833
1705824900,2024-01-21 03:15:00,4.428
1705825800,2024-01-21 03:30:00,5.043
1705826700,2024-01-21 03:45:00,5.759
1705827600,2024-01-21 04:00:00,6.465
1705828500,2024-01-21 04:15:00,7.199
1705829400,2024-01-21 04:30:00,7.815
1705830300,2024-01-21 04:45:00,8.381
1705831200,2024-01-21 05:00:00,8.968
1705832100,2024-01-21 05:15:00,9.463
1705833000,2024-01-21 05:30:00,9.868
1705833900,2024-01-21 05:45:00,10.259
1705834800,2024-01-21 06:00:00,10.530
1705835700,2024-01-21 06:15:00,10.657
1705836600,2024-01-21 06:30:00,10.728
1705837500,2024-01-21 06:45:00,10.821
1705838400,2024-01-21 07:00:00,10.903
1705839300,2024-01-21 07:15:00,10.939
1705840200,2024-01-21 07:30:00,10.952
1705841100,2024-01-21 07:45:00,10.807
1705842000,2024-01-21 08:00:00,10.694
1705842900,2024-01-21 08:15:00,10.424
1705843800,2024-01-21 08:30:00,10.033
1705844700,2024-01-21 08:45:00,9.649
1705845600,2024-01-21 09:00:00,9.119
1705846500,2024-01-21 09:15:00,8.509
1705847400,2024-01-21 09:30:00,7.932
1705848300,2024-01-21 09:45:00,7.271
1705849200,2024-01-21 10:00:00,6.520
1705850100,2024-01-21 10:15:00,5.753
1705851000,2024-01-21 10:30:00,5.174
1705851900,2024-01-21 10:45:00,4.496
1705852800,2024-01-21 11:00:00,3.866
1705853700,2024-01-21 11:15:00,3.269
1705854600,2024-01-21 11:30:00,2.691
1705855500,2024-01-21 11:45:00,2.119
1705856400,2024-01-21 12:00:00,1.729
1705857300,2024-01-21 12:15:00,1.398
1705858200,2024-01-21 12:30:00,1.034
1705859100,2024-01-21 12:45:00,0.790
1705860000,2024-01-21 13:00:00,0.570
1705860900,2024-01-21 13:15:00,0.517
1705861800,2024-01-21 13:30:00,0.454
1705862700,2024-01-21 13:45:00,0.512
1705863600,2024-01-21 14:00:00,0.521
1705864500,2024-01-21 14:15:00,0.617
1705865400,2024-01-21 14:30:00,0.784
1705866300,2024-01-21 14:45:00,0.923
1705867200,2024-01-21 15:00:00,1.274
1705868100,2024-01-21 15:15:00,1.692
1705869000,2024-01-21 15:30:00,2.116
1705869900,2024-01-21 15:45:00,2.723
1705870800,2024-01-21 16:00:00,3.376
1705871700,2024-01-21 16:15:00,3.966
1705872600,2024-01-21 16:30:00,4.586
1705873500,2024-01-21 16:45:00,5.311
1705874400,2024-01-21 17:00:00,5.914
1705875300,2024-01-21 17:15:00,6.539
1705876200,2024-01-21 17:30:00,7.117
1705877100,2024-01-21 17:45:00,7.587
1705878000,2024-01-21 18:00:00,8.017
1705878900,2024-01-21 18:15:00,8.413
1705879800,2024-01-21 18:30:00,8.759
1705880700,2024-01-21 18:45:00,9.068
1705881600,2024-01-21 19:00:00,9.294
1705882500,2024-01-21 19:15:00,9.456
1705883400,2024-01-21 19:30:00,9.529
1705884300,2024-01-21 19:45:00,9.553
1705885200,2024-01-21 20:00:00,9.466
1705886100,2024-01-21 20:15:00,9.366
1705887000,2024-01-21 20:30:00,9.356
1705887900,2024-01-21 20:45:00,9.156
1705888800,2024-01-21 21:00:00,8.838
1705889700,2024-01-21 21:15:00,8.433
1705890600,2024-01-21 21:30:00,7.947
1705891500,2024-01-21 21:45:00,7.480
1705892400,2024-01-21 22:00:00,6.914
1705893300,2024-01-21 22:15:00,6.371
1705894200,2024-01-21 22:30:00,5.865
1705895100,2024-01-21 22:45:00,5.242
1705896000,2024-01-21 23:00:00,4.704
1705896900,2024-01-21 23:15:00,4.224
1705897800,2024-01-21 23:30:00,3.721
1705898700,2024-01-21 23:45:00,3.228
1705899600,2024-01-22 00:00:00,2.763
1705900500,2024-01-22 00:15:00,2.292
1705901400,2024-01-22 00:30:00,1.974
1705902300,2024-01-22 00:45:00,1.662
1705903200,2024-01-22 01:00:00,1.403
1705904100,2024-01-22 01:15:00,1.265
1705905000,2024-01-22 01:30:00,1.123
1705905900,2024-01-22 01:45:00,1.130
1705906800,2024-01-22 02:00:00,1.126
1705907700,2024-01-22 02:15:00,1.217
1705908600,2024-01-22 02:30:00,1.455
1705909500,2024-01-22 02:45:00,1.662
1705910400,2024-01-22 03:00:00,2.027
1705911300,2024-01-22 03:15:00,2.384
1705912200,2024-01-22 03:30:00,2.903
1705913100,2024-01-22 03:45:00,3.453
1705914000,2024-01-22 04:00:00,3.961
1705914900,2024-01-22 04:15:00,4.588
1705915800,2024-01-22 04:30:00,5.174
1705916700,2024-01-22 04:45:00,5.870
1705917600,2024-01-22 05:00:00,6.554
1705918500,2024-01-22 05:15:00,7.175
1705919400,2024-01-22 05:30:00,7.832
1705920300,2024-01-22 05:45:00,8.424
1705921200,2024-01-22 06:00:00,9.012
1705922100,2024-01-22 06:15:00,9.442
1705923000,2024-01-22 06:30:00,9.963
1705923900,2024-01-22 06:45:00,10.360
1705924800,2024-01-22 07:00:00,10.620
1705925700,2024-01-22 07:15:00,10.884
1705926600,2024-01-22 07:30:00,11.138
1705927500,2024-01-22 07:45:00,11.303
1705928400,2024-01-22 08:00:00,11.252
1705929300,2024-01-22 08:15:00,11.193
1705930200,2024-01-22 08:30:00,11.135
1705931100,2024-01-22 08:45:00,10.941
1705932000,2024-01-22 09:00:00,10.701
1705932900,2024-01-22 09:15:00,10.457
1705933800,2024-01-22 09:30:00,10.101
1705934700,2024-01-22 09:45:00,9.684
1705935600,2024-01-22 10:00:00,9.105
1705936500,2024-01-22 10:15:00,8.536
1705937400,2024-01-22 10:30:00,7.981
1705938300,2024-01-22 10:45:00,7.199
1705939200,2024-01-22 11:00:00,6.579
1705940100,2024-01-22 11:15:00,5.933
1705941000,2024-01-22 11:30:00,5.204
1705941900,2024-01-22 11:45:00,4.645
1705942800,2024-01-22 12:00:00,3.831
1705943700,2024-01-22 12:15:00,3.228
1705944600,2024-01-22 12:30:00,2.624
1705945500,2024-01-22 12:45:00,2.146
1705946400,2024-01-22 13:00:00,1.658
1705947300,2024-01-22 13:15:00,1.351
1705948200,2024-01-22 13:30:00,1.000
1705949100,2024-01-22 13:45:00,0.735
1705950000,2024-01-22 14:00:00,0.470
1705950900,2024-01-22 14:15:00,0.355
1705951800,2024-01-22 14:30:00,0.372
1705952700,2024-01-22 14:45:00,0.339
1705953600,2024-01-22 15:00:00,0.440
1705954500,2024-01-22 15:15:00,0.487
1705955400,2024-01-22 15:30:00,0.774
1705956300,2024-01-22 15:45:00,1.010
1705957200,2024-01-22 16:00:00,1.320
1705958100,2024-01-22 16:15:00,1.762
1705959000,2024-01-22 16:30:00,2.271
1705959900,2024-01-22 16:45:00,2.811
1705960800,2024-01-22 17:00:00,3.434
1705961700,2024-01-22 17:15:00,4.048
1705962600,2024-01-22 17:30:00,4.697
1705963500,2024-01-22 17:45:00,5.367
1705964400,2024-01-22 18:00:00,5.992
1705965300,2024-01-22 18:15:00,6.683
1705966200,2024-01-22 18:30:00,7.207
1705967100,2024-01-22 18:45:00,7.696
1705968000,2024-01-22 19:00:00,8.076
1705968900,2024-01-22 19:15:00,8.438
1705969800,2024-01-22 19:30:00,8.851
1705970700,2024-01-22 19:45:00,9.175
1705971600,2024-01-22 20:00:00,9.342
1705972500,2024-01-22 20:15:00,9.577
1705973400,2024-01-22 20:30:00,9.663
1705974300,2024-01-22 20:45:00,9.525
1705975200,2024-01-22 21:00:00,9.528
1705976100,2024-01-22 21:15:00,9.559
1705977000,2024-01-22 21:30:00,9.276
1705977900,2024-01-22 21:45:00,9.133
1705978800,2024-01-22 22:00:00,8.886
1705979700,2024-01-22 22:15:00,8.625
1705980600,2024-01-22 22:30:00,8.142
1705981500,2024-01-22 22:45:00,7.561
1705982400,2024-01-22 23:00:00,7.192
1705983300,2024-01-22 23:15:00,6.588
1705984200,2024-01-22 23:30:00,5.977
1705985100,2024-01-22 23:45:00,5.332
1705986000,2024-01-23 00:00:00,4.677
1705986900,2024-01-23 00:15:00,4.039
1705987800,2024-01-23 00:30:00,3.511
1705988700,2024-01-23 00:45:00,3.010
1705989600,2024-01-23 01:00:00,2.530
1705990500,2024-01-23 01:15:00,2.098
1705991400,2024-01-23 01:30:00,1.739
1705992300,2024-01-23 01:45:00,1.363
1705993200,2024-01-23 02:00:00,1.266
1705994100,2024-01-23 02:15:00,1.175
1705995000,2024-01-23 02:30:00,1.117
1705995900,2024-01-23 02:45:00,1.109
1705996800,2024-01-23 03:00:00,1.050
1705997700,2024-01-23 03:15:00,1.126
1705998600,2024-01-23 03:30:00,1.197
1705999500,2024-01-23 03:45:00,1.387
1706000400,2024-01-23 04:00:00,1.603
1706001300,2024-01-23 04:15:00,1.966
1706002200,2024-01-23 04:30:00,2.350
1706003100,2024-01-23 04:45:00,2.855
1706004000,2024-01-23 05:00:00,3.457
1706004900,2024-01-23 05:15:00,4.177
1706005800,2024-01-23 05:30:00,4.814
1706006700,2024-01-23 05:45:00,5.568
1706007600,2024-01-23 06:00:00,6.317
1706008500,2024-01-23 06:15:00,6.996
1706009400,2024-01-23 06:30:00,7.562
1706010300,2024-01-23 06:45:00,8.198
1706011200,2024-01-23 07:00:00,8.838
1706012100,2024-01-23 07:15:00,9.175
1706013000,2024-01-23 07:30:00,9.613
1706013900,2024-01-23 07:45:00,10.009
1706014800,2024-01-23 08:00:00,10.185
1706015700,2024-01-23 08:15:00,10.335
1706016600,2024-01-23 08:30:00,10.454
1706017500,2024-01-23 08:45:00,10.733
1706018400,2024-01-23 09:00:00,10.724
1706019300,2024-01-23 09:15:00,10.619
1706020200,2024-01-23 09:30:00,10.431
1706021100,2024-01-23 09:45:00,10.351
1706022000,2024-01-23 10:00:00,10.096
1706022900,2024-01-23 10:15:00,9.725
1706023800,2024-01-23 10:30:00,9.413
1706024700,2024-01-23 10:45:00,9.014
1706025600,2024-01-23 11:00:00,8.467
1706026500,2024-01-23 11:15:00,7.707
1706027400,2024-01-23 11:30:00,7.034
1706028300,2024-01-23 11:45:00,6.460
1706029200,2024-01-23 12:00:00,5.693
1706030100,2024-01-23 12:15:00,5.118
1706031000,2024-01-23 12:30:00,4.439
1706031900,2024-01-23 12:45:00,3.829
1706032800,2024-01-23 13:00:00,3.070
1706033700,2024-01-23 13:15:00,2.472
1706034600,2024-01-23 13:30:00,1.914
1706035500,2024-01-23 13:45:00,1.425
1706036400,2024-01-23 14:00:00,0.975
1706037300,2024-01-23 14:15:00,0.661
1706038200,2024-01-23 14:30:00,0.353
1706039100,2024-01-23 14:45:00,0.082
1706040000,2024-01-23 15:00:00,-0.104
1706040900,2024-01-23 15:15:00,-0.215
1706041800,2024-01-23 15:30:00,-0.180
1706042700,2024-01-23 15:45:00,-0.226
1706043600,2024-01-23 16:00:00,-0.106
1706044500,2024-01-23 16:15:00,-0.042
1706045400,2024-01-23 16:30:00,0.300
1706046300,2024-01-23 16:45:00,0.619
1706047200,2024-01-23 17:00:00,0.987
1706048100,2024-01-23 17:15:00,1.419
1706049000,2024-01-23 17:30:00,2.151
1706049900,2024-01-23 17:45:00,2.674
1706050800,2024-01-23 18:00:00,3.233
1706051700,2024-01-23 18:15:00,3.828
1706052600,2024-01-23 18:30:00,4.518
1706053500,2024-01-23 18:45:00,5.194
1706054400,2024-01-23 19:00:00,5.832
1706055300,2024-01-23 19:15:00,6.490
1706056200,2024-01-23 19:30:00,7.155
1706057100,2024-01-23 19:45:00,7.549
1706058000,2024-01-23 20:00:00,7.986
1706058900,2024-01-23 20:15:00,8.601
1706059800,2024-01-23 20:30:00,8.903
1706060700,2024-01-23 20:45:00,9.136
1706061600,2024-01-23 21:00:00,9.231
1706062500,2024-01-23 21:15:00,9.452
1706063400,2024-01-23 21:30:00,9.478
1706064300,2024-01-23 21:45:00,9.303
1706065200,2024-01-23 22:00:00,9.389
1706066100,2024-01-23 22:15:00,9.192
1706067000,2024-01-23 22:30:00,8.862
1706067900,2024-01-23 22:45:00,8.756
1706068800,2024-01-23 23:00:00,8.480
1706069700,2024-01-23 23:15:00,8.197
1706070600,2024-01-23 23:30:00,7.764
1706071500,2024-01-23 23:45:00,7.324
1706072400,2024-01-24 00:00:00,6.995
1706073300,2024-01-24 00:15:00,6.239
1706074200,2024-01-24 00:30:00,5.636
1706075100,2024-01-24 00:45:00,5.203
1706076000,2024-01-24 01:00:00,4.492
1706076900,2024-01-24 01:15:00,3.923
1706077800,2024-01-24 01:30:00,3.312
1706078700,2024-01-24 01:45:00,2.827
1706079600,2024-01-24 02:00:00,2.459
1706080500,2024-01-24 02:15:00,1.992
1706081400,2024-01-24 02:30:00,1.738
1706082300,2024-01-24 02:45:00,1.443
1706083200,2024-01-24 03:00:00,1.322
1706084100,2024-01-24 03:15:00,1.285
1706085000,2024-01-24 03:30:00,1.381
1706085900,2024-01-24 03:45:00,1.581
1706086800,2024-01-24 04:00:00,1.720
1706087700,2024-01-24 04:15:00,1.875
1706088600,2024-01-24 04:30:00,2.143
1706089500,2024-01-24 04:45:00,2.261
1706090400,2024-01-24 05:00:00,2.680
1706091300,2024-01-24 05:15:00,2.974
1706092200,2024-01-24 05:30:00,3.417
1706093100,2024-01-24 05:45:00,4.000
1706094000,2024-01-24 06:00:00,4.523
1706094900,2024-01-24 06:15:00,5.116
1706095800,2024-01-24 06:30:00,5.744
1706096700,2024-01-24 06:45:00,6.570
1706097600,2024-01-24 07:00:00,7.441
1706098500,2024-01-24 07:15:00,8.299
1706099400,2024-01-24 07:30:00,8.863
1706100300,2024-01-24 07:45:00,9.383
1706101200,2024-01-24 08:00:00,9.972
1706102100,2024-01-24 08:15:00,10.402
1706103000,2024-01-24 08:30:00,10.692
1706103900,2024-01-24 08:45:00,10.975
1706104800,2024-01-24 09:00:00,11.299
1706105700,2024-01-24 09:15:00,11.370
1706106600,2024-01-24 09:30:00,11.375
1706107500,2024-01-24 09:45:00,11.339
1706108400,2024-01-24 10:00:00,11.311
1706109300,2024-01-24 10:15:00,11.183
1706110200,2024-01-24 10:30:00,11.058
1706111100,2024-01-24 10:45:00,10.920
1706112000,2024-01-24 11:00:00,10.644
1706112900,2024-01-24 11:15:00,10.255
1706113800,2024-01-24 11:30:00,9.874
1706114700,2024-01-24 11:45:00,9.270
1706115600,2024-01-24 12:00:00,8.521
1706116500,2024-01-24 12:15:00,7.718
1706117400,2024-01-24 12:30:00,7.051
1706118300,2024-01-24 12:45:00,6.345
1706119200,2024-01-24 13:00:00,5.701
1706120100,2024-01-24 13:15:00,5.014
1706121000,2024-01-24 13:30:00,4.265
1706121900,2024-01-24 13:45:00,3.479
1706122800,2024-01-24 14:00:00,2.798
1706123700,2024-01-24 14:15:00,2.320
1706124600,2024-01-24 14:30:00,1.796
1706125500,2024-01-24 14:45:00,1.393
1706126400,2024-01-24 15:00:00,0.943
1706127300,2024-01-24 15:15:00,0.597
1706128200,2024-01-24 15:30:00,0.352
1706129100,2024-01-24 15:45:00,0.044
1706130000,2024-01-24 16:00:00,0.114
1706130900,2024-01-24 16:15:00,0.086
1706131800,2024-01-24 16:30:00,0.119
1706132700,2024-01-24 16:45:00,0.167
1706133600,2024-01-24 17:00:00,0.463
1706134500,2024-01-24 17:15:00,0.645
1706135400,2024-01-24 17:30:00,0.999
1706136300,2024-01-24 17:45:00,1.440
1706137200,2024-01-24 18:00:00,1.920
1706138100,2024-01-24 18:15:00,2.442
1706139000,2024-01-24 18:30:00,2.993
1706139900,2024-01-24 18:45:00,3.602
1706140800,2024-01-24 19:00:00,4.179
1706141700,2024-01-24 19:15:00,5.041
1706142600,2024-01-24 19:30:00,5.800
1706143500,2024-01-24 19:45:00,6.490
1706144400,2024-01-24 20:00:00,7.166
1706145300,2024-01-24 20:15:00,7.792
1706146200,2024-01-24 20:30:00,8.184
1706147100,2024-01-24 20:45:00,8.613
1706148000,2024-01-24 21:00:00,9.109
1706148900,2024-01-24 21:15:00,9.480
1706149800,2024-01-24 21:30:00,9.700
1706150700,2024-01-24 21:45:00,9.874
1706151600,2024-01-24 22:00:00,10.060
1706152500,2024-01-24 22:15:00,10.112
1706153400,2024-01-24 22:30:00,10.169
1706154300,2024-01-24 22:45:00,10.075
1706155200,2024-01-24 23:00:00,10.000
1706156100,2024-01-24 23:15:00,9.887
1706157000,2024-01-24 23:30:00,9.723
1706157900,2024-01-24 23:45:00,9.400
1706158800,2024-01-25 00:00:00,9.090
1706159700,2024-01-25 00:15:00,8.711
1706160600,2024-01-25 00:30:00,8.071
1706161500,2024-01-25 00:45:00,7.476
1706162400,2024-01-25 01:00:00,6.814
1706163300,2024-01-25 01:15:00,6.171
1706164200,2024-01-25 01:30:00,5.538
1706165100,2024-01-25 01:45:00,4.885
1706166000,2024-01-25 02:00:00,4.322
1706166900,2024-01-25 02:15:00,3.737
1706167800,2024-01-25 02:30:00,3.146
1706168700,2024-01-25 02:45:00,2.622
1706169600,2024-01-25 03:00:00,2.254
1706170500,2024-01-25 03:15:00,1.890
1706171400,2024-01-25 03:30:00,1.701
1706172300,2024-01-25 03:45:00,1.579
1706173200,2024-01-25 04:00:00,1.425
1706174100,2024-01-25 04:15:00,1.358
1706175000,2024-01-25 04:30:00,1.501
1706175900,2024-01-25 04:45:00,1.601
1706176800,2024-01-25 05:00:00,1.754
1706177700,2024-01-25 05:15:00,1.970
1706178600,2024-01-25 05:30:00,2.249
1706179500,2024-01-25 05:45:00,2.608
1706180400,2024-01-25 06:00:00,3.004
1706181300,2024-01-25 06:15:00,3.451
1706182200,2024-01-25 06:30:00,3.993
1706183100,2024-01-25 06:45:00,4.583
1706184000,2024-01-25 07:00:00,5.193
1706184900,2024-01-25 07:15:00,5.946
1706185800,2024-01-25 07:30:00,6.644
1706186700,2024-01-25 07:45:00,7.439
1706187600,2024-01-25 08:00:00,8.078
1706188500,2024-01-25 08:15:00,8.783
1706189400,2024-01-25 08:30:00,9.482
1706190300,2024-01-25 08:45:00,10.049
1706191200,2024-01-25 09:00:00,10.516
1706192100,2024-01-25 09:15:00,10.906
1706193000,2024-01-25 09:30:00,11.219
1706193900,2024-01-25 09:45:00,11.341
1706194800,2024-01-25 10:00:00,11.480
1706195700,2024-01-25 10:15:00,11.612
1706196600,2024-01-25 10:30:00,11.620
1706197500,2024-01-25 10:45:00,11.435
1706198400,2024-01-25 11:00:00,11.380
1706199300,2024-01-25 11:15:00,11.286
1706200200,2024-01-25 11:30:00,10.831
1706201100,2024-01-25 11:45:00,10.559
1706202000,2024-01-25 12:00:00,10.255
1706202900,2024-01-25 12:15:00,9.593
1706203800,2024-01-25 12:30:00,9.039
1706204700,2024-01-25 12:45:00,8.520
1706205600,2024-01-25 13:00:00,7.873
1706206500,2024-01-25 13:15:00,7.112
1706207400,2024-01-25 13:30:00,6.369
1706208300,2024-01-25 13:45:00,5.601
1706209200,2024-01-25 14:00:00,4.857
1706210100,2024-01-25 14:15:00,4.121
1706211000,2024-01-25 14:30:00,3.416
1706211900,2024-01-25 14:45:00,2.688
1706212800,2024-01-25 15:00:00,2.008
1706213700,2024-01-25 15:15:00,1.443
1706214600,2024-01-25 15:30:00,0.965
1706215500,2024-01-25 15:45:00,0.423
1706216400,2024-01-25 16:00:00,0.169
1706217300,2024-01-25 16:15:00,-0.093
1706218200,2024-01-25 16:30:00,-0.153
1706219100,2024-01-25 16:45:00,-0.219
1706220000,2024-01-25 17:00:00,-0.203
1706220900,2024-01-25 17:15:00,-0.049
1706221800,2024-01-25 17:30:00,0.123
1706222700,2024-01-25 17:45:00,0.272
1706223600,2024-01-25 18:00:00,0.560
1706224500,2024-01-25 18:15:00,0.888
1706225400,2024-01-25 18:30:00,1.265
1706226300,2024-01-25 18:45:00,1.656
1706227200,2024-01-25 19:00:00,2.136
1706228100,2024-01-25 19:15:00,2.748
1706229000,2024-01-25 19:30:00,3.412
1706229900,2024-01-25 19:45:00,4.189
1706230800,2024-01-25 20:00:00,4.981
1706231700,2024-01-25 20:15:00,5.729
1706232600,2024-01-25 20:30:00,6.554
1706233500,2024-01-25 20:45:00,7.219
1706234400,2024-01-25 21:00:00,7.966
1706235300,2024-01-25 21:15:00,8.522
1706236200,2024-01-25 21:30:00,8.918
1706237100,2024-01-25 21:45:00,9.233
1706238000,2024-01-25 22:00:00,9.534
1706238900,2024-01-25 22:15:00,9.753
1706239800,2024-01-25 22:30:00,9.780
1706240700,2024-01-25 22:45:00,9.960
1706241600,2024-01-25 23:00:00,10.062
1706242500,2024-01-25 23:15:00,10.167
1706243400,2024-01-25 23:30:00,10.115
1706244300,2024-01-25 23:45:00,10.015
1706245200,2024-01-26 00:00:00,9.802
1706246100,2024-01-26 00:15:00,9.618
1706247000,2024-01-26 00:30:00,9.405
1706247900,2024-01-26 00:45:00,8.920
1706248800,2024-01-26 01:00:00,8.510
1706249700,2024-01-26 01:15:00,7.993
1706250600,2024-01-26 01:30:00,7.277
1706251500,2024-01-26 01:45:00,6.674
1706252400,2024-01-26 02:00:00,6.123
1706253300,2024-01-26 02:15:00,5.358
1706254200,2024-01-26 02:30:00,4.724
1706255100,2024-01-26 02:45:00,4.081
1706256000,2024-01-26 03:00:00,3.512
1706256900,2024-01-26 03:15:00,3.018
1706257800,2024-01-26 03:30:00,2.573
1706258700,2024-01-26 03:45:00,2.184
1706259600,2024-01-26 04:00:00,1.849
1706260500,2024-01-26 04:15:00,1.680
1706261400,2024-01-26 04:30:00,1.481
1706262300,2024-01-26 04:45:00,1.569
1706263200,2024-01-26 05:00:00,1.493
1706264100,2024-01-26 05:15:00,1.591
1706265000,2024-01-26 05:30:00,1.621
1706265900,2024-01-26 05:45:00,1.894
1706266800,2024-01-26 06:00:00,2.123
1706267700,2024-01-26 06:15:00,2.492
1706268600,2024-01-26 06:30:00,2.909
1706269500,2024-01-26 06:45:00,3.264
1706270400,2024-01-26 07:00:00,3.716
1706271300,2024-01-26 07:15:00,4.210
1706272200,2024-01-26 07:30:00,5.004
1706273100,2024-01-26 07:45:00,5.782
1706274000,2024-01-26 08:00:00,6.467
1706274900,2024-01-26 08:15:00,7.256
1706275800,2024-01-26 08:30:00,8.014
1706276700,2024-01-26 08:45:00,8.770
1706277600,2024-01-26 09:00:00,9.400
1706278500,2024-01-26 09:15:00,10.168
1706279400,2024-01-26 09:30:00,10.850
1706280300,2024-01-26 09:45:00,11.340
1706281200,2024-01-26 10:00:00,11.758
1706282100,2024-01-26 10:15:00,12.227
1706283000,2024-01-26 10:30:00,12.396
1706283900,2024-01-26 10:45:00,12.172
1706284800,2024-01-26 11:00:00,12.161
1706285700,2024-01-26 11:15:00,12.294
1706286600,2024-01-26 11:30:00,11.956
1706287500,2024-01-26 11:45:00,11.807
1706288400,2024-01-26 12:00:00,11.730
1706289300,2024-01-26 12:15:00,11.560
1706290200,2024-01-26 12:30:00,11.206
1706291100,2024-01-26 12:45:00,10.962
1706292000,2024-01-26 13:00:00,10.440
1706292900,2024-01-26 13:15:00,9.944
1706293800,2024-01-26 13:30:00,9.180
1706294700,2024-01-26 13:45:00,8.463
1706295600,2024-01-26 14:00:00,7.730
1706296500,2024-01-26 14:15:00,7.172
1706297400,2024-01-26 14:30:00,6.087
1706298300,2024-01-26 14:45:00,5.359
1706299200,2024-01-26 15:00:00,4.760
1706300100,2024-01-26 15:15:00,3.988
1706301000,2024-01-26 15:30:00,3.327
1706301900,2024-01-26 15:45:00,2.739
1706302800,2024-01-26 16:00:00,2.324
1706303700,2024-01-26 16:15:00,1.768
1706304600,2024-01-26 16:30:00,1.607
1706305500,2024-01-26 16:45:00,1.262
1706306400,2024-01-26 17:00:00,1.161
1706307300,2024-01-26 17:15:00,1.129
1706308200,2024-01-26 17:30:00,0.999
1706309100,2024-01-26 17:45:00,0.923
1706310000,2024-01-26 18:00:00,0.940
1706310900,2024-01-26 18:15:00,1.118
1706311800,2024-01-26 18:30:00,1.300
1706312700,2024-01-26 18:45:00,1.594
1706313600,2024-01-26 19:00:00,1.833
1706314500,2024-01-26 19:15:00,2.219
1706315400,2024-01-26 19:30:00,2.822
1706316300,2024-01-26 19:45:00,3.398
1706317200,2024-01-26 20:00:00,4.119
1706318100,2024-01-26 20:15:00,4.858
1706319000,2024-01-26 20:30:00,5.605
1706319900,2024-01-26 20:45:00,6.224
1706320800,2024-01-26 21:00:00,6.931
1706321700,2024-01-26 21:15:00,7.643
1706322600,2024-01-26 21:30:00,8.231
