timestamp [sec UTC],timestring [America/New_York],Water level [ft]
1709270100,2024-03-01 00:15:00,7.075
1709271000,2024-03-01 00:30:00,7.601
1709271900,2024-03-01 00:45:00,8.096
1709272800,2024-03-01 01:00:00,8.431
1709273700,2024-03-01 01:15:00,8.712
1709274600,2024-03-01 01:30:00,8.875
1709275500,2024-03-01 01:45:00,9.096
1709276400,2024-03-01 02:00:00,9.063
1709277300,2024-03-01 02:15:00,8.908
1709278200,2024-03-01 02:30:00,8.929
1709279100,2024-03-01 02:45:00,8.764
1709280000,2024-03-01 03:00:00,8.511
1709280900,2024-03-01 03:15:00,8.388
1709281800,2024-03-01 03:30:00,8.152
1709282700,2024-03-01 03:45:00,7.840
1709283600,2024-03-01 04:00:00,7.541
1709284500,2024-03-01 04:15:00,7.190
1709285400,2024-03-01 04:30:00,6.689
1709286300,2024-03-01 04:45:00,6.109
1709287200,2024-03-01 05:00:00,5.606
1709288100,2024-03-01 05:15:00,5.049
1709289000,2024-03-01 05:30:00,4.512
1709289900,2024-03-01 05:45:00,3.881
1709290800,2024-03-01 06:00:00,3.410
1709291700,2024-03-01 06:15:00,2.841
1709292600,2024-03-01 06:30:00,2.380
1709293500,2024-03-01 06:45:00,1.978
1709294400,2024-03-01 07:00:00,1.618
1709295300,2024-03-01 07:15:00,1.354
1709296200,2024-03-01 07:30:00,1.093
1709297100,2024-03-01 07:45:00,0.910
1709298000,2024-03-01 08:00:00,0.753
1709298900,2024-03-01 08:15:00,0.683
1709299800,2024-03-01 08:30:00,0.749
1709300700,2024-03-01 08:45:00,0.833
1709301600,2024-03-01 09:00:00,0.876
1709302500,2024-03-01 09:15:00,0.971
1709303400,2024-03-01 09:30:00,1.200
1709304300,2024-03-01 09:45:00,1.393
1709305200,2024-03-01 10:00:00,1.599
1709306100,2024-03-01 10:15:00,1.950
1709307000,2024-03-01 10:30:00,2.370
1709307900,2024-03-01 10:45:00,2.802
1709308800,2024-03-01 11:00:00,3.395
1709309700,2024-03-01 11:15:00,4.028
1709310600,2024-03-01 11:30:00,4.669
1709311500,2024-03-01 11:45:00,5.228
1709312400,2024-03-01 12:00:00,5.897
1709313300,2024-03-01 12:15:00,6.426
1709314200,2024-03-01 12:30:00,6.916
1709315100,2024-03-01 12:45:00,7.412
1709316000,2024-03-01 13:00:00,7.741
1709316900,2024-03-01 13:15:00,8.034
1709317800,2024-03-01 13:30:00,8.202
1709318700,2024-03-01 13:45:00,8.317
1709319600,2024-03-01 14:00:00,8.510
1709320500,2024-03-01 14:15:00,8.545
1709321400,2024-03-01 14:30:00,8.569
1709322300,2024-03-01 14:45:00,8.617
1709323200,2024-03-01 15:00:00,8.608
1709324100,2024-03-01 15:15:00,8.529
1709325000,2024-03-01 15:30:00,8.341
1709325900,2024-03-01 15:45:00,8.050
1709326800,2024-03-01 16:00:00,7.746
1709327700,2024-03-01 16:15:00,7.412
1709328600,2024-03-01 16:30:00,7.019
1709329500,2024-03-01 16:45:00,6.584
1709330400,2024-03-01 17:00:00,6.107
1709331300,2024-03-01 17:15:00,5.495
1709332200,2024-03-01 17:30:00,4.947
1709333100,2024-03-01 17:45:00,4.432
1709334000,2024-03-01 18:00:00,4.042
1709334900,2024-03-01 18:15:00,3.547
1709335800,2024-03-01 18:30:00,3.107
1709336700,2024-03-01 18:45:00,2.684
1709337600,2024-03-01 19:00:00,2.246
1709338500,2024-03-01 19:15:00,1.889
1709339400,2024-03-01 19:30:00,1.529
1709340300,2024-03-01 19:45:00,1.297
1709341200,2024-03-01 20:00:00,1.093
1709342100,2024-03-01 20:15:00,0.910
1709343000,2024-03-01 20:30:00,0.880
1709343900,2024-03-01 20:45:00,0.986
1709344800,2024-03-01 21:00:00,0.971
1709345700,2024-03-01 21:15:00,1.083
1709346600,2024-03-01 21:30:00,1.300
1709347500,2024-03-01 21:45:00,1.606
1709348400,2024-03-01 22:00:00,1.845
1709349300,2024-03-01 22:15:00,2.188
1709350200,2024-03-01 22:30:00,2.674
1709351100,2024-03-01 22:45:00,3.020
1709352000,2024-03-01 23:00:00,3.549
1709352900,2024-03-01 23:15:00,4.159
1709353800,2024-03-01 23:30:00,4.594
1709354700,2024-03-01 23:45:00,5.362
1709355600,2024-03-02 00:00:00,6.024
1709356500,2024-03-02 00:15:00,6.688
1709357400,2024-03-02 00:30:00,7.165
1709358300,2024-03-02 00:45:00,7.735
1709359200,2024-03-02 01:00:00,8.185
1709360100,2024-03-02 01:15:00,8.565
1709361000,2024-03-02 01:30:00,8.900
1709361900,2024-03-02 01:45:00,9.102
1709362800,2024-03-02 02:00:00,9.270
1709363700,2024-03-02 02:15:00,9.372
1709364600,2024-03-02 02:30:00,9.375
1709365500,2024-03-02 02:45:00,9.510
1709366400,2024-03-02 03:00:00,9.549
1709367300,2024-03-02 03:15:00,9.453
1709368200,2024-03-02 03:30:00,9.366
1709369100,2024-03-02 03:45:00,9.308
1709370000,2024-03-02 04:00:00,9.112
1709370900,2024-03-02 04:15:00,8.837
1709371800,2024-03-02 04:30:00,8.538
1709372700,2024-03-02 04:45:00,8.135
1709373600,2024-03-02 05:00:00,7.671
1709374500,2024-03-02 05:15:00,7.003
1709375400,2024-03-02 05:30:00,6.497
1709376300,2024-03-02 05:45:00,5.925
1709377200,2024-03-02 06:00:00,5.270
1709378100,2024-03-02 06:15:00,4.756
1709379000,2024-03-02 06:30:00,4.179
1709379900,2024-03-02 06:45:00,3.692
1709380800,2024-03-02 07:00:00,3.229
1709381700,2024-03-02 07:15:00,2.724
1709382600,2024-03-02 07:30:00,2.363
1709383500,2024-03-02 07:45:00,2.103
1709384400,2024-03-02 08:00:00,1.878
1709385300,2024-03-02 08:15:00,1.626
1709386200,2024-03-02 08:30:00,1.535
1709387100,2024-03-02 08:45:00,1.486
1709388000,2024-03-02 09:00:00,1.435
1709388900,2024-03-02 09:15:00,1.416
1709389800,2024-03-02 09:30:00,1.425
1709390700,2024-03-02 09:45:00,1.459
1709391600,2024-03-02 10:00:00,1.601
1709392500,2024-03-02 10:15:00,1.730
1709393400,2024-03-02 10:30:00,2.019
1709394300,2024-03-02 10:45:00,2.316
1709395200,2024-03-02 11:00:00,2.688
1709396100,2024-03-02 11:15:00,3.047
1709397000,2024-03-02 11:30:00,3.530
1709397900,2024-03-02 11:45:00,4.067
1709398800,2024-03-02 12:00:00,4.631
1709399700,2024-03-02 12:15:00,5.278
1709400600,2024-03-02 12:30:00,5.893
1709401500,2024-03-02 12:45:00,6.474
1709402400,2024-03-02 13:00:00,6.885
1709403300,2024-03-02 13:15:00,7.386
1709404200,2024-03-02 13:30:00,7.690
1709405100,2024-03-02 13:45:00,8.009
1709406000,2024-03-02 14:00:00,8.249
1709406900,2024-03-02 14:15:00,8.511
1709407800,2024-03-02 14:30:00,8.640
1709408700,2024-03-02 14:45:00,8.708
1709409600,2024-03-02 15:00:00,8.876
1709410500,2024-03-02 15:15:00,8.956
1709411400,2024-03-02 15:30:00,8.983
1709412300,2024-03-02 15:45:00,8.885
1709413200,2024-03-02 16:00:00,8.845
1709414100,2024-03-02 16:15:00,8.699
1709415000,2024-03-02 16:30:00,8.468
1709415900,2024-03-02 16:45:00,8.180
1709416800,2024-03-02 17:00:00,7.751
1709417700,2024-03-02 17:15:00,7.459
1709418600,2024-03-02 17:30:00,6.992
1709419500,2024-03-02 17:45:00,6.486
1709420400,2024-03-02 18:00:00,6.041
1709421300,2024-03-02 18:15:00,5.581
1709422200,2024-03-02 18:30:00,5.190
1709423100,2024-03-02 18:45:00,4.640
1709424000,2024-03-02 19:00:00,4.193
1709424900,2024-03-02 19:15:00,3.763
1709425800,2024-03-02 19:30:00,3.345
1709426700,2024-03-02 19:45:00,2.887
1709427600,2024-03-02 20:00:00,2.528
1709428500,2024-03-02 20:15:00,2.245
1709429400,2024-03-02 20:30:00,1.998
1709430300,2024-03-02 20:45:00,1.814
1709431200,2024-03-02 21:00:00,1.718
1709432100,2024-03-02 21:15:00,1.764
1709433000,2024-03-02 21:30:00,1.812
1709433900,2024-03-02 21:45:00,1.945
1709434800,2024-03-02 22:00:00,2.045
1709435700,2024-03-02 22:15:00,2.205
1709436600,2024-03-02 22:30:00,2.350
1709437500,2024-03-02 22:45:00,2.627
1709438400,2024-03-02 23:00:00,2.887
1709439300,2024-03-02 23:15:00,3.267
1709440200,2024-03-02 23:30:00,3.746
1709441100,2024-03-02 23:45:00,4.180
1709442000,2024-03-03 00:00:00,4.688
1709442900,2024-03-03 00:15:00,5.329
1709443800,2024-03-03 00:30:00,5.977
1709444700,2024-03-03 00:45:00,6.603
1709445600,2024-03-03 01:00:00,7.188
1709446500,2024-03-03 01:15:00,7.746
1709447400,2024-03-03 01:30:00,8.266
1709448300,2024-03-03 01:45:00,8.659
1709449200,2024-03-03 02:00:00,8.956
1709450100,2024-03-03 02:15:00,9.335
1709451000,2024-03-03 02:30:00,9.560
1709451900,2024-03-03 02:45:00,9.729
1709452800,2024-03-03 03:00:00,9.887
1709453700,2024-03-03 03:15:00,10.022
1709454600,2024-03-03 03:30:00,10.075
1709455500,2024-03-03 03:45:00,10.161
1709456400,2024-03-03 04:00:00,10.149
1709457300,2024-03-03 04:15:00,10.019
1709458200,2024-03-03 04:30:00,9.897
1709459100,2024-03-03 04:45:00,9.651
1709460000,2024-03-03 05:00:00,9.378
1709460900,2024-03-03 05:15:00,9.108
1709461800,2024-03-03 05:30:00,8.725
1709462700,2024-03-03 05:45:00,8.161
1709463600,2024-03-03 06:00:00,7.604
1709464500,2024-03-03 06:15:00,7.105
1709465400,2024-03-03 06:30:00,6.425
1709466300,2024-03-03 06:45:00,5.860
1709467200,2024-03-03 07:00:00,5.375
1709468100,2024-03-03 07:15:00,4.837
1709469000,2024-03-03 07:30:00,4.271
1709469900,2024-03-03 07:45:00,3.738
1709470800,2024-03-03 08:00:00,3.254
1709471700,2024-03-03 08:15:00,2.865
1709472600,2024-03-03 08:30:00,2.532
1709473500,2024-03-03 08:45:00,2.182
1709474400,2024-03-03 09:00:00,2.049
1709475300,2024-03-03 09:15:00,1.734
1709476200,2024-03-03 09:30:00,1.607
1709477100,2024-03-03 09:45:00,1.410
1709478000,2024-03-03 10:00:00,1.415
1709478900,2024-03-03 10:15:00,1.379
1709479800,2024-03-03 10:30:00,1.392
1709480700,2024-03-03 10:45:00,1.504
1709481600,2024-03-03 11:00:00,1.732
1709482500,2024-03-03 11:15:00,1.963
1709483400,2024-03-03 11:30:00,2.170
1709484300,2024-03-03 11:45:00,2.509
1709485200,2024-03-03 12:00:00,2.851
1709486100,2024-03-03 12:15:00,3.456
1709487000,2024-03-03 12:30:00,3.945
1709487900,2024-03-03 12:45:00,4.504
1709488800,2024-03-03 13:00:00,5.050
1709489700,2024-03-03 13:15:00,5.610
1709490600,2024-03-03 13:30:00,6.159
1709491500,2024-03-03 13:45:00,6.585
1709492400,2024-03-03 14:00:00,7.086
1709493300,2024-03-03 14:15:00,7.551
1709494200,2024-03-03 14:30:00,7.859
1709495100,2024-03-03 14:45:00,8.107
1709496000,2024-03-03 15:00:00,8.411
1709496900,2024-03-03 15:15:00,8.648
1709497800,2024-03-03 15:30:00,8.740
1709498700,2024-03-03 15:45:00,8.864
1709499600,2024-03-03 16:00:00,8.991
1709500500,2024-03-03 16:15:00,8.987
1709501400,2024-03-03 16:30:00,8.985
1709502300,2024-03-03 16:45:00,8.885
1709503200,2024-03-03 17:00:00,8.821
1709504100,2024-03-03 17:15:00,8.634
1709505000,2024-03-03 17:30:00,8.400
1709505900,2024-03-03 17:45:00,8.070
1709506800,2024-03-03 18:00:00,7.749
1709507700,2024-03-03 18:15:00,7.332
1709508600,2024-03-03 18:30:00,6.878
1709509500,2024-03-03 18:45:00,6.446
1709510400,2024-03-03 19:00:00,6.041
1709511300,2024-03-03 19:15:00,5.625
1709512200,2024-03-03 19:30:00,5.134
1709513100,2024-03-03 19:45:00,4.678
1709514000,2024-03-03 20:00:00,4.122
1709514900,2024-03-03 20:15:00,3.747
1709515800,2024-03-03 20:30:00,3.318
1709516700,2024-03-03 20:45:00,2.987
1709517600,2024-03-03 21:00:00,2.600
1709519400,2024-03-03 21:30:00,2.082
1709520300,2024-03-03 21:45:00,1.983
1709521200,2024-03-03 22:00:00,1.972
1709522100,2024-03-03 22:15:00,2.005
1709523000,2024-03-03 22:30:00,2.049
1709523900,2024-03-03 22:45:00,2.157
1709524800,2024-03-03 23:00:00,2.226
1709525700,2024-03-03 23:15:00,2.464
1709526600,2024-03-03 23:30:00,2.718
1709527500,2024-03-03 23:45:00,3.005
1709528400,2024-03-04 00:00:00,3.364
1709529300,2024-03-04 00:15:00,3.715
1709530200,2024-03-04 00:30:00,4.088
1709531100,2024-03-04 00:45:00,4.602
1709532000,2024-03-04 01:00:00,5.070
1709532900,2024-03-04 01:15:00,5.637
1709533800,2024-03-04 01:30:00,6.241
1709534700,2024-03-04 01:45:00,6.840
1709535600,2024-03-04 02:00:00,7.420
1709536500,2024-03-04 02:15:00,7.925
1709537400,2024-03-04 02:30:00,8.441
1709538300,2024-03-04 02:45:00,8.874
1709539200,2024-03-04 03:00:00,9.175
1709540100,2024-03-04 03:15:00,9.499
1709541000,2024-03-04 03:30:00,9.659
1709541900,2024-03-04 03:45:00,9.786
1709542800,2024-03-04 04:00:00,9.888
1709543700,2024-03-04 04:15:00,9.942
1709544600,2024-03-04 04:30:00,10.020
1709545500,2024-03-04 04:45:00,10.001
1709546400,2024-03-04 05:00:00,9.919
1709547300,2024-03-04 05:15:00,9.859
1709548200,2024-03-04 05:30:00,9.727
1709549100,2024-03-04 05:45:00,9.462
1709550000,2024-03-04 06:00:00,9.176
1709550900,2024-03-04 06:15:00,8.773
1709551800,2024-03-04 06:30:00,8.344
1709552700,2024-03-04 06:45:00,7.851
1709553600,2024-03-04 07:00:00,7.284
1709554500,2024-03-04 07:15:00,6.664
1709555400,2024-03-04 07:30:00,6.099
1709556300,2024-03-04 07:45:00,5.512
1709557200,2024-03-04 08:00:00,4.883
1709558100,2024-03-04 08:15:00,4.367
1709559000,2024-03-04 08:30:00,3.796
1709559900,2024-03-04 08:45:00,3.255
1709560800,2024-03-04 09:00:00,2.799
1709561700,2024-03-04 09:15:00,2.446
1709562600,2024-03-04 09:30:00,2.170
1709563500,2024-03-04 09:45:00,1.919
1709564400,2024-03-04 10:00:00,1.722
1709565300,2024-03-04 10:15:00,1.500
1709566200,2024-03-04 10:30:00,1.337
1709567100,2024-03-04 10:45:00,1.200
1709568000,2024-03-04 11:00:00,1.178
1709568900,2024-03-04 11:15:00,1.179
1709569800,2024-03-04 11:30:00,1.182
1709570700,2024-03-04 11:45:00,1.300
1709571600,2024-03-04 12:00:00,1.406
1709572500,2024-03-04 12:15:00,1.675
1709573400,2024-03-04 12:30:00,2.013
1709574300,2024-03-04 12:45:00,2.341
1709575200,2024-03-04 13:00:00,2.825
1709576100,2024-03-04 13:15:00,3.306
1709577000,2024-03-04 13:30:00,3.846
1709577900,2024-03-04 13:45:00,4.393
1709578800,2024-03-04 14:00:00,4.964
1709579700,2024-03-04 14:15:00,5.465
1709580600,2024-03-04 14:30:00,5.975
1709581500,2024-03-04 14:45:00,6.427
1709582400,2024-03-04 15:00:00,6.855
1709583300,2024-03-04 15:15:00,7.282
1709584200,2024-03-04 15:30:00,7.635
1709585100,2024-03-04 15:45:00,8.002
1709586000,2024-03-04 16:00:00,8.280
1709586900,2024-03-04 16:15:00,8.576
1709587800,2024-03-04 16:30:00,8.773
1709588700,2024-03-04 16:45:00,8.943
1709589600,2024-03-04 17:00:00,9.094
1709590500,2024-03-04 17:15:00,9.188
1709591400,2024-03-04 17:30:00,9.089
1709592300,2024-03-04 17:45:00,9.004
1709593200,2024-03-04 18:00:00,8.941
1709594100,2024-03-04 18:15:00,8.799
1709595000,2024-03-04 18:30:00,8.604
1709595900,2024-03-04 18:45:00,8.393
1709596800,2024-03-04 19:00:00,7.947
1709597700,2024-03-04 19:15:00,7.631
1709598600,2024-03-04 19:30:00,7.232
1709599500,2024-03-04 19:45:00,6.727
1709600400,2024-03-04 20:00:00,6.394
1709601300,2024-03-04 20:15:00,5.871
1709602200,2024-03-04 20:30:00,5.437
1709603100,2024-03-04 20:45:00,4.927
1709604000,2024-03-04 21:00:00,4.474
1709604900,2024-03-04 21:15:00,4.088
1709605800,2024-03-04 21:30:00,3.662
1709606700,2024-03-04 21:45:00,3.389
1709607600,2024-03-04 22:00:00,3.090
1709608500,2024-03-04 22:15:00,2.877
1709609400,2024-03-04 22:30:00,2.717
1709610300,2024-03-04 22:45:00,2.608
1709611200,2024-03-04 23:00:00,2.536
1709612100,2024-03-04 23:15:00,2.526
1709613000,2024-03-04 23:30:00,2.564
1709613900,2024-03-04 23:45:00,2.674
1709614800,2024-03-05 00:00:00,2.854
1709615700,2024-03-05 00:15:00,3.029
1709616600,2024-03-05 00:30:00,3.255
1709617500,2024-03-05 00:45:00,3.537
1709618400,2024-03-05 01:00:00,3.938
1709619300,2024-03-05 01:15:00,4.300
1709620200,2024-03-05 01:30:00,4.740
1709621100,2024-03-05 01:45:00,5.236
1709622000,2024-03-05 02:00:00,5.727
1709622900,2024-03-05 02:15:00,6.346
1709623800,2024-03-05 02:30:00,6.875
1709624700,2024-03-05 02:45:00,7.510
1709625600,2024-03-05 03:00:00,8.002
1709626500,2024-03-05 03:15:00,8.465
1709627400,2024-03-05 03:30:00,8.870
1709628300,2024-03-05 03:45:00,9.298
1709629200,2024-03-05 04:00:00,9.685
1709630100,2024-03-05 04:15:00,9.947
1709631000,2024-03-05 04:30:00,10.169
1709631900,2024-03-05 04:45:00,10.402
1709632800,2024-03-05 05:00:00,10.554
1709633700,2024-03-05 05:15:00,10.662
1709634600,2024-03-05 05:30:00,10.713
1709635500,2024-03-05 05:45:00,10.801
1709636400,2024-03-05 06:00:00,10.709
1709637300,2024-03-05 06:15:00,10.509
1709638200,2024-03-05 06:30:00,10.294
1709639100,2024-03-05 06:45:00,10.003
1709640000,2024-03-05 07:00:00,9.591
1709640900,2024-03-05 07:15:00,9.215
1709641800,2024-03-05 07:30:00,8.880
1709642700,2024-03-05 07:45:00,8.398
1709643600,2024-03-05 08:00:00,7.807
1709644500,2024-03-05 08:15:00,7.334
1709645400,2024-03-05 08:30:00,6.649
1709646300,2024-03-05 08:45:00,6.111
1709647200,2024-03-05 09:00:00,5.600
1709648100,2024-03-05 09:15:00,4.976
1709649000,2024-03-05 09:30:00,4.470
1709649900,2024-03-05 09:45:00,3.916
1709650800,2024-03-05 10:00:00,3.359
1709651700,2024-03-05 10:15:00,2.862
1709652600,2024-03-05 10:30:00,2.459
1709653500,2024-03-05 10:45:00,2.037
1709654400,2024-03-05 11:00:00,1.811
1709655300,2024-03-05 11:15:00,1.672
1709656200,2024-03-05 11:30:00,1.416
1709657100,2024-03-05 11:45:00,1.308
1709658000,2024-03-05 12:00:00,1.274
1709658900,2024-03-05 12:15:00,1.231
1709659800,2024-03-05 12:30:00,1.232
1709660700,2024-03-05 12:45:00,1.345
1709661600,2024-03-05 13:00:00,1.470
1709662500,2024-03-05 13:15:00,1.668
1709663400,2024-03-05 13:30:00,1.942
1709664300,2024-03-05 13:45:00,2.244
1709665200,2024-03-05 14:00:00,2.631
1709666100,2024-03-05 14:15:00,3.033
1709667000,2024-03-05 14:30:00,3.531
1709667900,2024-03-05 14:45:00,4.072
1709668800,2024-03-05 15:00:00,4.623
1709669700,2024-03-05 15:15:00,5.215
1709670600,2024-03-05 15:30:00,5.770
1709671500,2024-03-05 15:45:00,6.288
1709672400,2024-03-05 16:00:00,6.735
1709673300,2024-03-05 16:15:00,7.211
1709674200,2024-03-05 16:30:00,7.563
1709675100,2024-03-05 16:45:00,7.819
1709676000,2024-03-05 17:00:00,8.235
1709676900,2024-03-05 17:15:00,8.439
1709677800,2024-03-05 17:30:00,8.627
1709678700,2024-03-05 17:45:00,8.785
1709679600,2024-03-05 18:00:00,8.971
1709680500,2024-03-05 18:15:00,9.042
1709681400,2024-03-05 18:30:00,9.229
1709682300,2024-03-05 18:45:00,9.293
1709683200,2024-03-05 19:00:00,9.216
1709684100,2024-03-05 19:15:00,9.214
1709685000,2024-03-05 19:30:00,8.690
1709685900,2024-03-05 19:45:00,8.435
1709686800,2024-03-05 20:00:00,8.171
1709687700,2024-03-05 20:15:00,7.604
1709688600,2024-03-05 20:30:00,7.221
1709689500,2024-03-05 20:45:00,6.722
1709690400,2024-03-05 21:00:00,6.376
1709691300,2024-03-05 21:15:00,5.847
1709692200,2024-03-05 21:30:00,5.424
1709693100,2024-03-05 21:45:00,4.783
1709694000,2024-03-05 22:00:00,4.549
1709694900,2024-03-05 22:15:00,4.127
1709695800,2024-03-05 22:30:00,3.677
1709696700,2024-03-05 22:45:00,3.231
1709697600,2024-03-05 23:00:00,2.991
1709698500,2024-03-05 23:15:00,2.428
1709699400,2024-03-05 23:30:00,2.327
1709700300,2024-03-05 23:45:00,1.932
1709701200,2024-03-06 00:00:00,1.934
1709702100,2024-03-06 00:15:00,2.062
1709703000,2024-03-06 00:30:00,2.023
1709703900,2024-03-06 00:45:00,2.196
1709704800,2024-03-06 01:00:00,2.390
1709705700,2024-03-06 01:15:00,2.570
1709706600,2024-03-06 01:30:00,2.848
1709707500,2024-03-06 01:45:00,3.167
1709708400,2024-03-06 02:00:00,3.418
1709709300,2024-03-06 02:15:00,3.821
1709710200,2024-03-06 02:30:00,4.351
1709711100,2024-03-06 02:45:00,4.914
1709712000,2024-03-06 03:00:00,5.417
1709712900,2024-03-06 03:15:00,5.984
1709713800,2024-03-06 03:30:00,6.556
1709714700,2024-03-06 03:45:00,7.087
1709715600,2024-03-06 04:00:00,7.654
1709716500,2024-03-06 04:15:00,8.330
1709717400,2024-03-06 04:30:00,8.903
1709718300,2024-03-06 04:45:00,9.414
1709719200,2024-03-06 05:00:00,9.809
1709720100,2024-03-06 05:15:00,10.240
1709721000,2024-03-06 05:30:00,10.568
1709721900,2024-03-06 05:45:00,10.695
1709722800,2024-03-06 06:00:00,10.801
1709723700,2024-03-06 06:15:00,10.840
1709724600,2024-03-06 06:30:00,10.915
1709725500,2024-03-06 06:45:00,10.873
1709726400,2024-03-06 07:00:00,10.662
1709727300,2024-03-06 07:15:00,10.655
1709728200,2024-03-06 07:30:00,10.655
1709729100,2024-03-06 07:45:00,10.492
1709730000,2024-03-06 08:00:00,10.165
1709730900,2024-03-06 08:15:00,9.883
1709731800,2024-03-06 08:30:00,9.445
1709732700,2024-03-06 08:45:00,8.911
1709733600,2024-03-06 09:00:00,8.372
1709734500,2024-03-06 09:15:00,7.796
1709735400,2024-03-06 09:30:00,7.056
1709736300,2024-03-06 09:45:00,6.382
1709737200,2024-03-06 10:00:00,5.682
1709738100,2024-03-06 10:15:00,4.990
1709739000,2024-03-06 10:30:00,4.375
1709739900,2024-03-06 10:45:00,3.866
1709740800,2024-03-06 11:00:00,3.224
1709741700,2024-03-06 11:15:00,2.673
1709742600,2024-03-06 11:30:00,2.248
1709743500,2024-03-06 11:45:00,1.931
1709744400,2024-03-06 12:00:00,1.565
1709745300,2024-03-06 12:15:00,1.419
1709746200,2024-03-06 12:30:00,1.187
1709747100,2024-03-06 12:45:00,1.019
1709748000,2024-03-06 13:00:00,0.874
1709748900,2024-03-06 13:15:00,0.675
1709749800,2024-03-06 13:30:00,0.722
1709750700,2024-03-06 13:45:00,0.803
1709751600,2024-03-06 14:00:00,0.962
1709752500,2024-03-06 14:15:00,1.064
1709753400,2024-03-06 14:30:00,1.402
1709754300,2024-03-06 14:45:00,1.771
1709755200,2024-03-06 15:00:00,2.250
1709756100,2024-03-06 15:15:00,2.672
1709757000,2024-03-06 15:30:00,3.280
1709757900,2024-03-06 15:45:00,3.891
1709758800,2024-03-06 16:00:00,4.527
1709759700,2024-03-06 16:15:00,5.239
1709760600,2024-03-06 16:30:00,5.896
1709761500,2024-03-06 16:45:00,6.416
1709762400,2024-03-06 17:00:00,6.976
1709763300,2024-03-06 17:15:00,7.477
1709764200,2024-03-06 17:30:00,7.852
1709765100,2024-03-06 17:45:00,8.323
1709766000,2024-03-06 18:00:00,8.793
1709766900,2024-03-06 18:15:00,8.993
1709767800,2024-03-06 18:30:00,9.365
1709768700,2024-03-06 18:45:00,9.533
1709769600,2024-03-06 19:00:00,9.832
1709770500,2024-03-06 19:15:00,9.902
1709771400,2024-03-06 19:30:00,9.834
1709772300,2024-03-06 19:45:00,9.937
1709773200,2024-03-06 20:00:00,9.914
1709774100,2024-03-06 20:15:00,9.703
1709775000,2024-03-06 20:30:00,9.491
1709775900,2024-03-06 20:45:00,9.307
1709776800,2024-03-06 21:00:00,8.621
1709777700,2024-03-06 21:15:00,8.322
1709778600,2024-03-06 21:30:00,7.881
1709779500,2024-03-06 21:45:00,7.660
1709780400,2024-03-06 22:00:00,6.945
1709781300,2024-03-06 22:15:00,6.467
1709782200,2024-03-06 22:30:00,5.791
1709783100,2024-03-06 22:45:00,5.181
1709784000,2024-03-06 23:00:00,4.644
1709784900,2024-03-06 23:15:00,4.186
1709785800,2024-03-06 23:30:00,3.897
1709786700,2024-03-06 23:45:00,2.997
1709787600,2024-03-07 00:00:00,3.020
1709788500,2024-03-07 00:15:00,2.740
1709789400,2024-03-07 00:30:00,2.055
1709790300,2024-03-07 00:45:00,1.817
1709791200,2024-03-07 01:00:00,1.838
1709792100,2024-03-07 01:15:00,1.461
1709793000,2024-03-07 01:30:00,1.603
1709793900,2024-03-07 01:45:00,1.871
1709794800,2024-03-07 02:00:00,2.061
1709795700,2024-03-07 02:15:00,1.998
1709796600,2024-03-07 02:30:00,2.523
1709797500,2024-03-07 02:45:00,2.573
1709798400,2024-03-07 03:00:00,3.071
1709799300,2024-03-07 03:15:00,3.552
1709800200,2024-03-07 03:30:00,4.200
1709801100,2024-03-07 03:45:00,4.529
1709802000,2024-03-07 04:00:00,5.180
1709802900,2024-03-07 04:15:00,5.706
1709803800,2024-03-07 04:30:00,6.402
1709804700,2024-03-07 04:45:00,7.190
1709805600,2024-03-07 05:00:00,8.069
1709806500,2024-03-07 05:15:00,8.833
1709807400,2024-03-07 05:30:00,9.420
1709808300,2024-03-07 05:45:00,9.817
1709809200,2024-03-07 06:00:00,10.343
1709810100,2024-03-07 06:15:00,10.970
1709811000,2024-03-07 06:30:00,11.182
1709811900,2024-03-07 06:45:00,11.618
1709812800,2024-03-07 07:00:00,11.661
1709813700,2024-03-07 07:15:00,11.725
1709814600,2024-03-07 07:30:00,12.069
1709815500,2024-03-07 07:45:00,11.782
1709816400,2024-03-07 08:00:00,11.606
1709817300,2024-03-07 08:15:00,11.732
1709818200,2024-03-07 08:30:00,11.665
1709819100,2024-03-07 08:45:00,11.334
1709820000,2024-03-07 09:00:00,10.977
1709820900,2024-03-07 09:15:00,10.942
1709821800,2024-03-07 09:30:00,10.330
1709822700,2024-03-07 09:45:00,9.514
1709823600,2024-03-07 10:00:00,9.017
1709824500,2024-03-07 10:15:00,8.317
1709825400,2024-03-07 10:30:00,7.607
1709826300,2024-03-07 10:45:00,6.798
1709827200,2024-03-07 11:00:00,6.234
1709828100,2024-03-07 11:15:00,5.536
1709829000,2024-03-07 11:30:00,4.904
1709829900,2024-03-07 11:45:00,4.127
1709830800,2024-03-07 12:00:00,3.752
1709831700,2024-03-07 12:15:00,3.095
1709832600,2024-03-07 12:30:00,2.595
1709833500,2024-03-07 12:45:00,2.051
1709834400,2024-03-07 13:00:00,1.603
1709835300,2024-03-07 13:15:00,1.259
1709836200,2024-03-07 13:30:00,0.982
1709837100,2024-03-07 13:45:00,0.786
1709838000,2024-03-07 14:00:00,0.446
1709838900,2024-03-07 14:15:00,0.240
1709839800,2024-03-07 14:30:00,0.197
1709840700,2024-03-07 14:45:00,0.320
1709841600,2024-03-07 15:00:00,0.444
