timestamp [sec UTC],timestring [America/New_York],Water level [ft]
1701450000,2023-12-01 12:00:00,10.510
1701450900,2023-12-01 12:15:00,10.692
1701451800,2023-12-01 12:30:00,10.905
1701452700,2023-12-01 12:45:00,11.023
1701453600,2023-12-01 13:00:00,11.193
1701454500,2023-12-01 13:15:00,11.192
1701455400,2023-12-01 13:30:00,11.142
1701456300,2023-12-01 13:45:00,11.066
1701457200,2023-12-01 14:00:00,10.967
1701458100,2023-12-01 14:15:00,10.762
1701459000,2023-12-01 14:30:00,10.491
1701459900,2023-12-01 14:45:00,10.159
1701460800,2023-12-01 15:00:00,9.667
1701461700,2023-12-01 15:15:00,9.151
1701462600,2023-12-01 15:30:00,8.626
1701463500,2023-12-01 15:45:00,7.950
1701464400,2023-12-01 16:00:00,7.342
1701465300,2023-12-01 16:15:00,6.722
1701466200,2023-12-01 16:30:00,6.121
1701467100,2023-12-01 16:45:00,5.469
1701468000,2023-12-01 17:00:00,4.742
1701468900,2023-12-01 17:15:00,4.128
1701469800,2023-12-01 17:30:00,3.480
1701470700,2023-12-01 17:45:00,2.816
1701471600,2023-12-01 18:00:00,2.337
1701472500,2023-12-01 18:15:00,1.945
1701473400,2023-12-01 18:30:00,1.501
1701474300,2023-12-01 18:45:00,1.182
1701475200,2023-12-01 19:00:00,1.063
1701476100,2023-12-01 19:15:00,0.894
1701477000,2023-12-01 19:30:00,0.792
1701477900,2023-12-01 19:45:00,0.774
1701478800,2023-12-01 20:00:00,0.748
1701479700,2023-12-01 20:15:00,0.808
1701480600,2023-12-01 20:30:00,1.072
1701481500,2023-12-01 20:45:00,1.244
1701482400,2023-12-01 21:00:00,1.412
1701483300,2023-12-01 21:15:00,1.680
1701484200,2023-12-01 21:30:00,2.034
1701485100,2023-12-01 21:45:00,2.385
1701486000,2023-12-01 22:00:00,3.069
1701486900,2023-12-01 22:15:00,3.673
1701487800,2023-12-01 22:30:00,4.413
1701488700,2023-12-01 22:45:00,5.040
1701489600,2023-12-01 23:00:00,5.742
1701490500,2023-12-01 23:15:00,6.245
1701491400,2023-12-01 23:30:00,6.846
1701492300,2023-12-01 23:45:00,7.615
1701493200,2023-12-02 00:00:00,8.013
1701494100,2023-12-02 00:15:00,8.624
1701495000,2023-12-02 00:30:00,8.935
1701495900,2023-12-02 00:45:00,9.190
1701496800,2023-12-02 01:00:00,9.346
1701497700,2023-12-02 01:15:00,9.584
1701498600,2023-12-02 01:30:00,9.548
1701499500,2023-12-02 01:45:00,9.721
1701500400,2023-12-02 02:00:00,9.886
1701501300,2023-12-02 02:15:00,9.887
1701502200,2023-12-02 02:30:00,9.974
1701503100,2023-12-02 02:45:00,9.718
1701504000,2023-12-02 03:00:00,9.568
1701504900,2023-12-02 03:15:00,9.318
1701505800,2023-12-02 03:30:00,9.059
1701506700,2023-12-02 03:45:00,8.730
1701507600,2023-12-02 04:00:00,8.012
1701508500,2023-12-02 04:15:00,7.650
1701509400,2023-12-02 04:30:00,7.129
1701510300,2023-12-02 04:45:00,6.674
1701511200,2023-12-02 05:00:00,5.998
1701512100,2023-12-02 05:15:00,5.543
1701513000,2023-12-02 05:30:00,5.044
1701513900,2023-12-02 05:45:00,4.438
1701514800,2023-12-02 06:00:00,4.033
1701515700,2023-12-02 06:15:00,3.655
1701516600,2023-12-02 06:30:00,3.231
1701517500,2023-12-02 06:45:00,2.930
1701518400,2023-12-02 07:00:00,2.585
1701519300,2023-12-02 07:15:00,2.377
1701520200,2023-12-02 07:30:00,2.341
1701521100,2023-12-02 07:45:00,2.220
1701522000,2023-12-02 08:00:00,2.380
1701522900,2023-12-02 08:15:00,2.453
1701523800,2023-12-02 08:30:00,2.645
1701524700,2023-12-02 08:45:00,2.691
1701525600,2023-12-02 09:00:00,3.052
1701526500,2023-12-02 09:15:00,3.231
1701527400,2023-12-02 09:30:00,3.565
1701528300,2023-12-02 09:45:00,3.883
1701529200,2023-12-02 10:00:00,4.294
1701530100,2023-12-02 10:15:00,4.753
1701531000,2023-12-02 10:30:00,5.295
1701531900,2023-12-02 10:45:00,5.774
1701532800,2023-12-02 11:00:00,6.415
1701533700,2023-12-02 11:15:00,7.066
1701534600,2023-12-02 11:30:00,7.758
1701535500,2023-12-02 11:45:00,8.434
1701536400,2023-12-02 12:00:00,9.107
1701537300,2023-12-02 12:15:00,9.496
1701538200,2023-12-02 12:30:00,9.910
1701539100,2023-12-02 12:45:00,10.318
1701540000,2023-12-02 13:00:00,10.636
1701540900,2023-12-02 13:15:00,10.783
1701541800,2023-12-02 13:30:00,10.913
1701542700,2023-12-02 13:45:00,11.074
1701543600,2023-12-02 14:00:00,11.065
1701544500,2023-12-02 14:15:00,10.892
1701545400,2023-12-02 14:30:00,10.796
1701546300,2023-12-02 14:45:00,10.554
1701547200,2023-12-02 15:00:00,10.435
1701548100,2023-12-02 15:15:00,10.245
1701549000,2023-12-02 15:30:00,9.940
1701549900,2023-12-02 15:45:00,9.554
1701550800,2023-12-02 16:00:00,9.195
1701551700,2023-12-02 16:15:00,8.775
1701552600,2023-12-02 16:30:00,8.177
1701553500,2023-12-02 16:45:00,7.705
1701554400,2023-12-02 17:00:00,7.009
1701555300,2023-12-02 17:15:00,6.346
1701556200,2023-12-02 17:30:00,5.717
1701557100,2023-12-02 17:45:00,5.077
1701558000,2023-12-02 18:00:00,4.363
1701558900,2023-12-02 18:15:00,3.780
1701559800,2023-12-02 18:30:00,3.225
1701560700,2023-12-02 18:45:00,2.742
1701561600,2023-12-02 19:00:00,2.256
1701562500,2023-12-02 19:15:00,1.949
1701563400,2023-12-02 19:30:00,1.681
1701564300,2023-12-02 19:45:00,1.515
1701565200,2023-12-02 20:00:00,1.378
1701566100,2023-12-02 20:15:00,1.253
1701567000,2023-12-02 20:30:00,1.174
1701567900,2023-12-02 20:45:00,1.107
1701568800,2023-12-02 21:00:00,1.127
1701569700,2023-12-02 21:15:00,1.195
1701570600,2023-12-02 21:30:00,1.468
1701571500,2023-12-02 21:45:00,1.507
1701572400,2023-12-02 22:00:00,1.817
1701573300,2023-12-02 22:15:00,2.134
1701574200,2023-12-02 22:30:00,2.583
1701575100,2023-12-02 22:45:00,3.023
1701576000,2023-12-02 23:00:00,3.601
1701576900,2023-12-02 23:15:00,4.219
1701577800,2023-12-02 23:30:00,4.896
1701578700,2023-12-02 23:45:00,5.585
1701579600,2023-12-03 00:00:00,6.146
1701580500,2023-12-03 00:15:00,6.738
1701581400,2023-12-03 00:30:00,7.389
1701582300,2023-12-03 00:45:00,7.884
1701583200,2023-12-03 01:00:00,8.231
1701584100,2023-12-03 01:15:00,8.449
1701585000,2023-12-03 01:30:00,8.764
1701585900,2023-12-03 01:45:00,8.968
1701586800,2023-12-03 02:00:00,9.142
1701587700,2023-12-03 02:15:00,9.347
1701588600,2023-12-03 02:30:00,9.379
1701589500,2023-12-03 02:45:00,9.472
1701590400,2023-12-03 03:00:00,9.447
1701591300,2023-12-03 03:15:00,9.612
1701592200,2023-12-03 03:30:00,9.590
1701593100,2023-12-03 03:45:00,9.540
1701594000,2023-12-03 04:00:00,9.327
1701594900,2023-12-03 04:15:00,8.966
1701595800,2023-12-03 04:30:00,8.603
1701596700,2023-12-03 04:45:00,8.077
1701597600,2023-12-03 05:00:00,7.562
1701598500,2023-12-03 05:15:00,7.053
1701599400,2023-12-03 05:30:00,6.606
1701600300,2023-12-03 05:45:00,6.051
1701601200,2023-12-03 06:00:00,5.635
1701602100,2023-12-03 06:15:00,5.168
1701603000,2023-12-03 06:30:00,4.580
1701603900,2023-12-03 06:45:00,4.276
1701604800,2023-12-03 07:00:00,3.744
1701605700,2023-12-03 07:15:00,3.431
1701606600,2023-12-03 07:30:00,3.136
1701607500,2023-12-03 07:45:00,2.886
1701608400,2023-12-03 08:00:00,2.691
1701609300,2023-12-03 08:15:00,2.477
1701610200,2023-12-03 08:30:00,2.609
1701611100,2023-12-03 08:45:00,2.870
1701612000,2023-12-03 09:00:00,2.715
1701612900,2023-12-03 09:15:00,2.800
1701613800,2023-12-03 09:30:00,2.768
1701614700,2023-12-03 09:45:00,3.112
1701615600,2023-12-03 10:00:00,3.298
1701616500,2023-12-03 10:15:00,3.716
1701617400,2023-12-03 10:30:00,4.040
1701618300,2023-12-03 10:45:00,4.399
1701619200,2023-12-03 11:00:00,4.793
1701620100,2023-12-03 11:15:00,5.162
1701621000,2023-12-03 11:30:00,5.790
1701621900,2023-12-03 11:45:00,6.452
1701622800,2023-12-03 12:00:00,7.011
1701623700,2023-12-03 12:15:00,7.691
1701624600,2023-12-03 12:30:00,8.204
1701625500,2023-12-03 12:45:00,8.764
1701626400,2023-12-03 13:00:00,9.245
1701627300,2023-12-03 13:15:00,9.575
1701628200,2023-12-03 13:30:00,10.016
1701629100,2023-12-03 13:45:00,10.377
1701630000,2023-12-03 14:00:00,10.625
1701630900,2023-12-03 14:15:00,10.617
1701631800,2023-12-03 14:30:00,10.454
1701632700,2023-12-03 14:45:00,10.707
1701633600,2023-12-03 15:00:00,10.627
1701634500,2023-12-03 15:15:00,10.762
1701635400,2023-12-03 15:30:00,10.811
1701636300,2023-12-03 15:45:00,10.647
1701637200,2023-12-03 16:00:00,10.417
1701638100,2023-12-03 16:15:00,10.053
1701639000,2023-12-03 16:30:00,9.903
1701639900,2023-12-03 16:45:00,9.479
1701640800,2023-12-03 17:00:00,8.930
1701641700,2023-12-03 17:15:00,8.543
1701642600,2023-12-03 17:30:00,8.125
1701643500,2023-12-03 17:45:00,7.601
1701644400,2023-12-03 18:00:00,6.995
1701645300,2023-12-03 18:15:00,6.193
1701646200,2023-12-03 18:30:00,5.618
1701647100,2023-12-03 18:45:00,5.107
1701648000,2023-12-03 19:00:00,4.695
1701648900,2023-12-03 19:15:00,4.453
1701649800,2023-12-03 19:30:00,3.845
1701650700,2023-12-03 19:45:00,3.413
1701651600,2023-12-03 20:00:00,2.953
1701652500,2023-12-03 20:15:00,2.747
1701653400,2023-12-03 20:30:00,2.470
1701654300,2023-12-03 20:45:00,2.288
1701655200,2023-12-03 21:00:00,2.069
1701656100,2023-12-03 21:15:00,2.046
1701657000,2023-12-03 21:30:00,1.888
1701657900,2023-12-03 21:45:00,2.194
1701658800,2023-12-03 22:00:00,2.256
1701659700,2023-12-03 22:15:00,2.454
1701660600,2023-12-03 22:30:00,2.628
1701661500,2023-12-03 22:45:00,2.817
1701662400,2023-12-03 23:00:00,3.393
1701663300,2023-12-03 23:15:00,3.621
1701664200,2023-12-03 23:30:00,4.108
1701665100,2023-12-03 23:45:00,4.354
1701666000,2023-12-04 00:00:00,5.028
1701666900,2023-12-04 00:15:00,5.554
1701667800,2023-12-04 00:30:00,6.028
1701668700,2023-12-04 00:45:00,6.673
1701669600,2023-12-04 01:00:00,7.210
1701670500,2023-12-04 01:15:00,7.851
1701671400,2023-12-04 01:30:00,8.347
1701672300,2023-12-04 01:45:00,8.743
1701673200,2023-12-04 02:00:00,9.285
1701674100,2023-12-04 02:15:00,9.532
1701675000,2023-12-04 02:30:00,9.454
1701675900,2023-12-04 02:45:00,9.926
1701676800,2023-12-04 03:00:00,10.101
1701677700,2023-12-04 03:15:00,10.191
1701678600,2023-12-04 03:30:00,10.328
1701679500,2023-12-04 03:45:00,10.382
1701680400,2023-12-04 04:00:00,10.426
1701681300,2023-12-04 04:15:00,10.263
1701682200,2023-12-04 04:30:00,10.310
1701683100,2023-12-04 04:45:00,10.124
1701684000,2023-12-04 05:00:00,9.694
1701684900,2023-12-04 05:15:00,9.452
1701685800,2023-12-04 05:30:00,9.014
1701686700,2023-12-04 05:45:00,8.476
1701687600,2023-12-04 06:00:00,8.165
1701688500,2023-12-04 06:15:00,7.738
1701689400,2023-12-04 06:30:00,7.090
1701690300,2023-12-04 06:45:00,6.598
1701691200,2023-12-04 07:00:00,6.166
1701692100,2023-12-04 07:15:00,5.763
1701693000,2023-12-04 07:30:00,5.335
1701693900,2023-12-04 07:45:00,4.943
1701694800,2023-12-04 08:00:00,4.572
1701695700,2023-12-04 08:15:00,4.357
1701696600,2023-12-04 08:30:00,4.021
1701697500,2023-12-04 08:45:00,3.827
1701698400,2023-12-04 09:00:00,3.506
1701699300,2023-12-04 09:15:00,3.439
1701700200,2023-12-04 09:30:00,3.423
1701701100,2023-12-04 09:45:00,3.409
1701702000,2023-12-04 10:00:00,3.444
1701702900,2023-12-04 10:15:00,3.437
1701703800,2023-12-04 10:30:00,3.515
1701704700,2023-12-04 10:45:00,3.605
1701705600,2023-12-04 11:00:00,3.664
1701706500,2023-12-04 11:15:00,3.928
1701707400,2023-12-04 11:30:00,4.189
1701708300,2023-12-04 11:45:00,4.738
1701709200,2023-12-04 12:00:00,5.213
1701710100,2023-12-04 12:15:00,5.624
1701711000,2023-12-04 12:30:00,6.277
1701711900,2023-12-04 12:45:00,6.807
1701712800,2023-12-04 13:00:00,7.281
1701713700,2023-12-04 13:15:00,7.866
1701714600,2023-12-04 13:30:00,8.280
1701715500,2023-12-04 13:45:00,8.724
1701716400,2023-12-04 14:00:00,9.025
1701717300,2023-12-04 14:15:00,9.295
1701718200,2023-12-04 14:30:00,9.521
1701719100,2023-12-04 14:45:00,9.709
1701720000,2023-12-04 15:00:00,10.079
1701720900,2023-12-04 15:15:00,10.388
1701721800,2023-12-04 15:30:00,10.519
1701722700,2023-12-04 15:45:00,10.520
1701723600,2023-12-04 16:00:00,10.413
1701724500,2023-12-04 16:15:00,10.298
1701725400,2023-12-04 16:30:00,10.250
1701726300,2023-12-04 16:45:00,10.131
1701727200,2023-12-04 17:00:00,10.026
1701728100,2023-12-04 17:15:00,9.689
1701729000,2023-12-04 17:30:00,9.359
1701729900,2023-12-04 17:45:00,8.970
1701730800,2023-12-04 18:00:00,8.374
1701731700,2023-12-04 18:15:00,7.890
1701732600,2023-12-04 18:30:00,7.452
1701733500,2023-12-04 18:45:00,6.766
1701734400,2023-12-04 19:00:00,6.351
1701735300,2023-12-04 19:15:00,5.898
1701736200,2023-12-04 19:30:00,5.392
1701737100,2023-12-04 19:45:00,4.879
1701738000,2023-12-04 20:00:00,4.521
1701738900,2023-12-04 20:15:00,4.167
1701739800,2023-12-04 20:30:00,3.732
1701740700,2023-12-04 20:45:00,3.386
1701741600,2023-12-04 21:00:00,3.092
1701742500,2023-12-04 21:15:00,2.761
1701743400,2023-12-04 21:30:00,2.528
1701744300,2023-12-04 21:45:00,2.341
1701745200,2023-12-04 22:00:00,2.305
1701746100,2023-12-04 22:15:00,2.296
1701747000,2023-12-04 22:30:00,2.306
1701747900,2023-12-04 22:45:00,2.327
1701748800,2023-12-04 23:00:00,2.464
1701749700,2023-12-04 23:15:00,2.651
1701750600,2023-12-04 23:30:00,2.959
1701751500,2023-12-04 23:45:00,3.135
1701752400,2023-12-05 00:00:00,3.495
1701753300,2023-12-05 00:15:00,3.814
1701754200,2023-12-05 00:30:00,4.244
1701755100,2023-12-05 00:45:00,4.698
1701756000,2023-12-05 01:00:00,5.172
1701756900,2023-12-05 01:15:00,5.661
1701757800,2023-12-05 01:30:00,6.179
1701758700,2023-12-05 01:45:00,6.737
1701759600,2023-12-05 02:00:00,7.293
1701760500,2023-12-05 02:15:00,7.821
1701761400,2023-12-05 02:30:00,8.268
1701762300,2023-12-05 02:45:00,8.652
1701763200,2023-12-05 03:00:00,9.006
1701764100,2023-12-05 03:15:00,9.234
1701765000,2023-12-05 03:30:00,9.446
1701765900,2023-12-05 03:45:00,9.570
1701766800,2023-12-05 04:00:00,9.642
1701767700,2023-12-05 04:15:00,9.761
1701768600,2023-12-05 04:30:00,9.729
1701769500,2023-12-05 04:45:00,9.668
1701770400,2023-12-05 05:00:00,9.705
1701771300,2023-12-05 05:15:00,9.636
1701772200,2023-12-05 05:30:00,9.521
1701773100,2023-12-05 05:45:00,9.334
1701774000,2023-12-05 06:00:00,9.034
1701774900,2023-12-05 06:15:00,8.682
1701775800,2023-12-05 06:30:00,8.271
1701776700,2023-12-05 06:45:00,7.876
1701777600,2023-12-05 07:00:00,7.385
1701778500,2023-12-05 07:15:00,6.873
1701779400,2023-12-05 07:30:00,6.346
1701780300,2023-12-05 07:45:00,5.819
1701781200,2023-12-05 08:00:00,5.367
1701782100,2023-12-05 08:15:00,4.865
1701783000,2023-12-05 08:30:00,4.511
1701783900,2023-12-05 08:45:00,4.143
1701784800,2023-12-05 09:00:00,3.830
1701785700,2023-12-05 09:15:00,3.558
1701786600,2023-12-05 09:30:00,3.220
1701787500,2023-12-05 09:45:00,3.067
1701788400,2023-12-05 10:00:00,2.815
1701789300,2023-12-05 10:15:00,2.822
1701790200,2023-12-05 10:30:00,2.824
1701791100,2023-12-05 10:45:00,2.731
1701792000,2023-12-05 11:00:00,2.752
1701792900,2023-12-05 11:15:00,2.734
1701793800,2023-12-05 11:30:00,2.860
1701794700,2023-12-05 11:45:00,3.078
1701795600,2023-12-05 12:00:00,3.318
1701796500,2023-12-05 12:15:00,3.699
1701797400,2023-12-05 12:30:00,4.135
1701798300,2023-12-05 12:45:00,4.481
1701799200,2023-12-05 13:00:00,4.823
1701800100,2023-12-05 13:15:00,5.202
1701801000,2023-12-05 13:30:00,5.592
1701801900,2023-12-05 13:45:00,6.236
1701802800,2023-12-05 14:00:00,6.725
1701803700,2023-12-05 14:15:00,7.225
1701804600,2023-12-05 14:30:00,7.686
1701805500,2023-12-05 14:45:00,7.964
1701806400,2023-12-05 15:00:00,8.393
1701807300,2023-12-05 15:15:00,8.727
1701808200,2023-12-05 15:30:00,9.021
1701809100,2023-12-05 15:45:00,9.355
1701810000,2023-12-05 16:00:00,9.547
1701810900,2023-12-05 16:15:00,9.680
1701811800,2023-12-05 16:30:00,9.780
1701812700,2023-12-05 16:45:00,9.778
1701813600,2023-12-05 17:00:00,9.621
1701814500,2023-12-05 17:15:00,9.548
1701815400,2023-12-05 17:30:00,9.536
1701816300,2023-12-05 17:45:00,9.433
1701817200,2023-12-05 18:00:00,9.154
1701818100,2023-12-05 18:15:00,8.959
1701819000,2023-12-05 18:30:00,8.441
1701819900,2023-12-05 18:45:00,8.165
1701820800,2023-12-05 19:00:00,7.612
1701821700,2023-12-05 19:15:00,7.153
1701822600,2023-12-05 19:30:00,6.754
1701823500,2023-12-05 19:45:00,6.238
1701824400,2023-12-05 20:00:00,5.764
1701825300,2023-12-05 20:15:00,5.186
1701826200,2023-12-05 20:30:00,4.831
1701827100,2023-12-05 20:45:00,4.339
1701828000,2023-12-05 21:00:00,3.880
1701828900,2023-12-05 21:15:00,3.454
1701829800,2023-12-05 21:30:00,3.082
1701830700,2023-12-05 21:45:00,2.775
1701831600,2023-12-05 22:00:00,2.551
1701832500,2023-12-05 22:15:00,2.337
1701833400,2023-12-05 22:30:00,2.112
1701834300,2023-12-05 22:45:00,1.982
1701835200,2023-12-05 23:00:00,1.955
1701836100,2023-12-05 23:15:00,1.991
1701837000,2023-12-05 23:30:00,2.060
1701837900,2023-12-05 23:45:00,2.191
1701838800,2023-12-06 00:00:00,2.424
1701839700,2023-12-06 00:15:00,2.531
1701840600,2023-12-06 00:30:00,2.665
1701841500,2023-12-06 00:45:00,2.937
1701842400,2023-12-06 01:00:00,3.317
1701843300,2023-12-06 01:15:00,3.712
1701844200,2023-12-06 01:30:00,4.107
1701845100,2023-12-06 01:45:00,4.604
1701846000,2023-12-06 02:00:00,5.158
1701846900,2023-12-06 02:15:00,5.749
1701847800,2023-12-06 02:30:00,6.276
1701848700,2023-12-06 02:45:00,6.811
1701849600,2023-12-06 03:00:00,7.294
1701850500,2023-12-06 03:15:00,7.672
1701851400,2023-12-06 03:30:00,8.081
1701852300,2023-12-06 03:45:00,8.524
1701853200,2023-12-06 04:00:00,8.921
1701854100,2023-12-06 04:15:00,9.137
1701855000,2023-12-06 04:30:00,9.295
1701855900,2023-12-06 04:45:00,9.428
1701856800,2023-12-06 05:00:00,9.515
1701857700,2023-12-06 05:15:00,9.701
1701858600,2023-12-06 05:30:00,9.729
1701859500,2023-12-06 05:45:00,9.651
1701860400,2023-12-06 06:00:00,9.628
1701861300,2023-12-06 06:15:00,9.348
1701862200,2023-12-06 06:30:00,9.256
1701863100,2023-12-06 06:45:00,9.271
1701864000,2023-12-06 07:00:00,8.860
1701864900,2023-12-06 07:15:00,8.386
1701865800,2023-12-06 07:30:00,8.030
1701866700,2023-12-06 07:45:00,7.666
1701867600,2023-12-06 08:00:00,7.059
1701868500,2023-12-06 08:15:00,6.565
1701869400,2023-12-06 08:30:00,6.425
1701870300,2023-12-06 08:45:00,5.857
1701871200,2023-12-06 09:00:00,5.227
1701872100,2023-12-06 09:15:00,4.806
1701873000,2023-12-06 09:30:00,4.400
1701873900,2023-12-06 09:45:00,3.963
1701874800,2023-12-06 10:00:00,3.576
1701875700,2023-12-06 10:15:00,3.326
1701876600,2023-12-06 10:30:00,3.155
1701877500,2023-12-06 10:45:00,2.905
1701878400,2023-12-06 11:00:00,2.644
1701879300,2023-12-06 11:15:00,2.516
1701880200,2023-12-06 11:30:00,2.488
1701881100,2023-12-06 11:45:00,2.619
1701882000,2023-12-06 12:00:00,2.673
1701882900,2023-12-06 12:15:00,2.856
1701883800,2023-12-06 12:30:00,3.053
1701884700,2023-12-06 12:45:00,3.178
1701885600,2023-12-06 13:00:00,3.321
1701886500,2023-12-06 13:15:00,3.594
1701887400,2023-12-06 13:30:00,3.904
1701888300,2023-12-06 13:45:00,4.315
1701889200,2023-12-06 14:00:00,4.697
1701890100,2023-12-06 14:15:00,5.200
1701891000,2023-12-06 14:30:00,5.745
1701891900,2023-12-06 14:45:00,6.175
1701892800,2023-12-06 15:00:00,6.639
1701893700,2023-12-06 15:15:00,7.190
1701894600,2023-12-06 15:30:00,7.648
1701895500,2023-12-06 15:45:00,8.048
1701896400,2023-12-06 16:00:00,8.501
1701897300,2023-12-06 16:15:00,8.780
1701898200,2023-12-06 16:30:00,9.030
1701899100,2023-12-06 16:45:00,9.232
1701900000,2023-12-06 17:00:00,9.334
1701900900,2023-12-06 17:15:00,9.393
1701901800,2023-12-06 17:30:00,9.360
1701902700,2023-12-06 17:45:00,9.533
1701903600,2023-12-06 18:00:00,9.474
1701904500,2023-12-06 18:15:00,9.394
1701905400,2023-12-06 18:30:00,9.329
1701906300,2023-12-06 18:45:00,9.136
1701907200,2023-12-06 19:00:00,8.934
1701908100,2023-12-06 19:15:00,8.696
1701909000,2023-12-06 19:30:00,8.392
1701909900,2023-12-06 19:45:00,7.948
1701910800,2023-12-06 20:00:00,7.507
1701911700,2023-12-06 20:15:00,7.131
1701912600,2023-12-06 20:30:00,6.591
1701913500,2023-12-06 20:45:00,6.148
1701914400,2023-12-06 21:00:00,5.649
1701915300,2023-12-06 21:15:00,5.150
1701916200,2023-12-06 21:30:00,4.601
1701917100,2023-12-06 21:45:00,4.155
1701918000,2023-12-06 22:00:00,3.789
1701918900,2023-12-06 22:15:00,3.460
1701919800,2023-12-06 22:30:00,3.062
1701920700,2023-12-06 22:45:00,2.778
1701921600,2023-12-06 23:00:00,2.514
1701922500,2023-12-06 23:15:00,2.314
1701923400,2023-12-06 23:30:00,2.190
1701924300,2023-12-06 23:45:00,2.080
1701925200,2023-12-07 00:00:00,2.136
1701926100,2023-12-07 00:15:00,2.086
1701927000,2023-12-07 00:30:00,2.172
1701927900,2023-12-07 00:45:00,2.383
1701928800,2023-12-07 01:00:00,2.494
1701929700,2023-12-07 01:15:00,2.628
1701930600,2023-12-07 01:30:00,2.907
1701931500,2023-12-07 01:45:00,3.277
1701932400,2023-12-07 02:00:00,3.602
1701933300,2023-12-07 02:15:00,3.987
1701934200,2023-12-07 02:30:00,4.491
1701935100,2023-12-07 02:45:00,4.994
1701936000,2023-12-07 03:00:00,5.457
1701936900,2023-12-07 03:15:00,6.052
1701937800,2023-12-07 03:30:00,6.596
1701938700,2023-12-07 03:45:00,7.095
1701939600,2023-12-07 04:00:00,7.648
1701940500,2023-12-07 04:15:00,8.075
1701941400,2023-12-07 04:30:00,8.380
1701942300,2023-12-07 04:45:00,8.726
1701943200,2023-12-07 05:00:00,9.026
1701944100,2023-12-07 05:15:00,9.187
1701945000,2023-12-07 05:30:00,9.358
1701945900,2023-12-07 05:45:00,9.506
1701946800,2023-12-07 06:00:00,9.702
1701947700,2023-12-07 06:15:00,9.684
1701948600,2023-12-07 06:30:00,9.635
1701949500,2023-12-07 06:45:00,9.637
1701950400,2023-12-07 07:00:00,9.560
1701951300,2023-12-07 07:15:00,9.439
1701952200,2023-12-07 07:30:00,9.276
1701953100,2023-12-07 07:45:00,8.980
1701954000,2023-12-07 08:00:00,8.650
1701954900,2023-12-07 08:15:00,8.258
1701955800,2023-12-07 08:30:00,7.955
1701956700,2023-12-07 08:45:00,7.466
1701957600,2023-12-07 09:00:00,6.960
1701958500,2023-12-07 09:15:00,6.478
1701959400,2023-12-07 09:30:00,5.933
1701960300,2023-12-07 09:45:00,5.435
1701961200,2023-12-07 10:00:00,4.999
1701962100,2023-12-07 10:15:00,4.590
1701963000,2023-12-07 10:30:00,4.187
1701963900,2023-12-07 10:45:00,3.752
1701964800,2023-12-07 11:00:00,3.390
1701965700,2023-12-07 11:15:00,3.167
1701966600,2023-12-07 11:30:00,2.959
1701967500,2023-12-07 11:45:00,2.909
1701968400,2023-12-07 12:00:00,2.691
1701969300,2023-12-07 12:15:00,2.675
1701970200,2023-12-07 12:30:00,2.604
1701971100,2023-12-07 12:45:00,2.678
1701972000,2023-12-07 13:00:00,2.683
1701972900,2023-12-07 13:15:00,2.723
1701973800,2023-12-07 13:30:00,2.858
1701974700,2023-12-07 13:45:00,3.005
1701975600,2023-12-07 14:00:00,3.288
1701976500,2023-12-07 14:15:00,3.555
1701977400,2023-12-07 14:30:00,3.817
1701978300,2023-12-07 14:45:00,4.237
1701979200,2023-12-07 15:00:00,4.578
1701980100,2023-12-07 15:15:00,5.259
1701981000,2023-12-07 15:30:00,5.862
1701981900,2023-12-07 15:45:00,6.457
1701982800,2023-12-07 16:00:00,7.004
1701983700,2023-12-07 16:15:00,7.493
1701984600,2023-12-07 16:30:00,7.842
1701985500,2023-12-07 16:45:00,8.214
1701986400,2023-12-07 17:00:00,8.577
1701987300,2023-12-07 17:15:00,8.849
1701988200,2023-12-07 17:30:00,9.036
1701989100,2023-12-07 17:45:00,9.145
1701990000,2023-12-07 18:00:00,9.208
1701990900,2023-12-07 18:15:00,9.319
1701991800,2023-12-07 18:30:00,9.398
1701992700,2023-12-07 18:45:00,9.401
1701993600,2023-12-07 19:00:00,9.424
1701994500,2023-12-07 19:15:00,9.335
1701995400,2023-12-07 19:30:00,9.304
1701996300,2023-12-07 19:45:00,9.149
1701997200,2023-12-07 20:00:00,8.821
1701998100,2023-12-07 20:15:00,8.482
1701999000,2023-12-07 20:30:00,8.068
1701999900,2023-12-07 20:45:00,7.569
1702000800,2023-12-07 21:00:00,7.142
1702001700,2023-12-07 21:15:00,6.678
1702002600,2023-12-07 21:30:00,6.114
1702003500,2023-12-07 21:45:00,5.565
1702004400,2023-12-07 22:00:00,5.101
1702005300,2023-12-07 22:15:00,4.621
1702006200,2023-12-07 22:30:00,4.191
1702007100,2023-12-07 22:45:00,3.743
1702008000,2023-12-07 23:00:00,3.371
1702008900,2023-12-07 23:15:00,2.964
1702009800,2023-12-07 23:30:00,2.723
1702010700,2023-12-07 23:45:00,2.470
1702011600,2023-12-08 00:00:00,2.313
1702012500,2023-12-08 00:15:00,2.179
1702013400,2023-12-08 00:30:00,2.071
1702014300,2023-12-08 00:45:00,2.081
1702015200,2023-12-08 01:00:00,2.007
1702016100,2023-12-08 01:15:00,2.001
1702017000,2023-12-08 01:30:00,2.123
1702017900,2023-12-08 01:45:00,2.285
1702018800,2023-12-08 02:00:00,2.470
1702019700,2023-12-08 02:15:00,2.796
1702020600,2023-12-08 02:30:00,3.172
