# Downloaded at 2025-09-17 15:02:53 [UTC]
# Station name = Belfast Maine Harbor
# Device type = Weather
# Device serial = PTM5462
# Latitude [deg] = 44.428903
# Longitude [deg] = -69.004461
# Current altitude = 0.00 m
# 
# timestamp [sec UTC],timestring [America/New_York],Solar irradiance [W/m2],Rainfall intensity [mm],Wind speed [kn],Wind direction (coming from) [deg N],Wind gust speed [kn],Air temperature [deg C],Vapor pressure [kPa],Atmospheric pressure [kPa],Relative humidity [-],Air temperature (humidity sensor) [deg C]# 
1706332500,2024-01-27 00:15:00,0.000,0.017,6.438,335.756,10.400,-0.100,0.590,102.110,0.973,-0.100
1706333400,2024-01-27 00:30:00,0.000,0.000,6.363,340.735,10.672,-0.200,0.580,102.130,0.972,-0.200
1706334300,2024-01-27 00:45:00,0.000,0.000,5.790,346.804,10.983,-0.300,0.580,102.100,0.970,-0.300
1706335200,2024-01-27 01:00:00,0.000,0.000,7.798,337.270,12.363,-0.400,0.580,102.100,0.969,-0.400
1706336100,2024-01-27 01:15:00,0.000,0.000,6.298,348.968,10.497,-0.500,0.570,102.090,0.969,-0.400
1706337000,2024-01-27 01:30:00,0.000,0.000,5.575,347.515,10.944,-0.600,0.570,102.090,0.970,-0.500
1706337900,2024-01-27 01:45:00,0.000,0.000,7.380,339.656,12.071,-0.700,0.560,102.080,0.974,-0.600
1706338800,2024-01-27 02:00:00,0.000,0.017,7.256,338.797,10.613,-0.800,0.560,102.070,0.968,-0.700
1706339700,2024-01-27 02:15:00,0.000,0.000,6.208,341.565,9.311,-0.800,0.560,102.060,0.965,-0.800
1706340600,2024-01-27 02:30:00,0.000,0.000,5.733,343.654,9.952,-0.800,0.560,102.060,0.962,-0.800
1706341500,2024-01-27 02:45:00,0.000,0.000,6.842,341.102,11.527,-0.800,0.550,102.050,0.967,-0.800
1706342400,2024-01-27 03:00:00,0.000,0.000,7.101,337.296,11.566,-0.800,0.550,102.070,0.960,-0.900
1706343300,2024-01-27 03:15:00,0.000,0.000,6.836,340.741,9.894,-0.900,0.550,102.070,0.960,-0.900
1706344200,2024-01-27 03:30:00,0.000,0.000,6.198,343.043,10.341,-0.900,0.550,102.060,0.959,-0.900
1706345100,2024-01-27 03:45:00,0.000,0.000,5.755,332.656,9.816,-0.900,0.550,102.070,0.959,-0.900
1706346000,2024-01-27 04:00:00,0.000,0.000,6.089,335.480,9.369,-1.000,0.550,102.070,0.961,-1.000
1706346900,2024-01-27 04:15:00,0.000,0.000,5.139,341.702,7.639,-1.000,0.540,102.100,0.961,-1.000
1706347800,2024-01-27 04:30:00,0.000,0.000,5.246,339.618,7.775,-1.000,0.540,102.120,0.956,-1.000
1706348700,2024-01-27 04:45:00,0.000,0.000,6.233,336.473,9.583,-1.000,0.540,102.120,0.957,-1.100
1706349600,2024-01-27 05:00:00,0.000,0.000,6.578,335.934,10.652,-1.100,0.540,102.130,0.965,-1.100
1706350500,2024-01-27 05:15:00,0.000,0.000,7.946,333.560,10.983,-1.100,0.540,102.160,0.959,-1.100
1706351400,2024-01-27 05:30:00,0.000,0.000,8.190,330.576,10.497,-1.000,0.540,102.170,0.958,-1.100
1706352300,2024-01-27 05:45:00,0.000,0.000,7.957,331.870,11.060,-1.000,0.540,102.170,0.961,-1.100
1706353200,2024-01-27 06:00:00,0.000,0.000,7.096,330.275,9.641,-1.100,0.540,102.180,0.954,-1.100
1706354100,2024-01-27 06:15:00,0.000,0.000,7.158,331.625,9.991,-1.100,0.540,102.180,0.955,-1.100
1706355000,2024-01-27 06:30:00,0.000,0.000,6.935,340.346,13.451,-1.100,0.540,102.170,0.952,-1.100
1706355900,2024-01-27 06:45:00,0.000,0.000,8.449,343.149,12.965,-1.200,0.530,102.180,0.953,-1.200
1706356800,2024-01-27 07:00:00,1.000,0.000,7.694,345.964,11.449,-1.200,0.530,102.210,0.946,-1.200
1706357700,2024-01-27 07:15:00,5.000,0.000,8.236,345.931,16.017,-1.300,0.530,102.220,0.952,-1.200
1706358600,2024-01-27 07:30:00,16.000,0.000,8.646,352.508,14.579,-1.300,0.530,102.230,0.950,-1.300
1706359500,2024-01-27 07:45:00,44.000,0.000,8.684,346.275,13.840,-1.400,0.530,102.240,0.954,-1.300
1706360400,2024-01-27 08:00:00,55.000,0.000,9.559,343.703,16.581,-1.400,0.530,102.250,0.955,-1.200
1706361300,2024-01-27 08:15:00,44.000,0.000,9.217,336.246,14.365,-1.400,0.530,102.290,0.953,-1.200
1706362200,2024-01-27 08:30:00,39.000,0.000,9.050,333.875,14.307,-1.400,0.520,102.320,0.948,-1.200
1706363100,2024-01-27 08:45:00,42.000,0.000,8.541,335.243,14.579,-1.400,0.520,102.330,0.946,-1.200
1706364000,2024-01-27 09:00:00,96.000,0.000,9.476,332.909,15.823,-1.400,0.530,102.340,0.955,-1.100
1706364900,2024-01-27 09:15:00,127.000,0.000,8.898,336.571,14.404,-1.400,0.530,102.340,0.962,-0.800
1706365800,2024-01-27 09:30:00,149.000,0.000,8.001,334.992,13.937,-1.300,0.540,102.340,0.963,-0.500
1706366700,2024-01-27 09:45:00,318.000,0.000,8.004,339.232,14.035,-1.100,0.560,102.340,0.992,0.800
1706367600,2024-01-27 10:00:00,224.000,0.000,8.197,335.927,13.471,-1.000,0.550,102.370,0.966,0.800
1706368500,2024-01-27 10:15:00,203.000,0.000,8.263,339.050,12.032,-0.800,0.540,102.370,0.931,0.300
1706369400,2024-01-27 10:30:00,177.000,0.000,8.887,338.036,14.754,-0.600,0.530,102.370,0.918,0.200
1706370300,2024-01-27 10:45:00,169.000,0.000,9.337,336.050,14.190,-0.600,0.530,102.380,0.908,0.100
1706371200,2024-01-27 11:00:00,175.000,0.000,8.305,341.438,14.073,-0.600,0.530,102.370,0.903,0.100
1706372100,2024-01-27 11:15:00,205.000,0.000,5.196,344.820,9.486,-0.500,0.540,102.370,0.910,0.400
1706373000,2024-01-27 11:30:00,227.000,0.000,4.485,353.029,9.778,-0.400,0.540,102.340,0.918,0.700
1706373900,2024-01-27 11:45:00,228.000,0.000,5.224,339.070,9.641,-0.300,0.540,102.310,0.905,0.800
1706374800,2024-01-27 12:00:00,244.000,0.000,6.344,342.342,11.060,-0.200,0.540,102.280,0.898,0.900
1706375700,2024-01-27 12:15:00,208.000,0.000,6.581,333.511,11.430,0.000,0.540,102.290,0.885,1.000
1706376600,2024-01-27 12:30:00,195.000,0.000,5.649,330.524,9.719,0.100,0.550,102.300,0.882,1.000
1706377500,2024-01-27 12:45:00,182.000,0.000,5.014,326.064,8.689,0.300,0.550,102.330,0.886,1.100
1706378400,2024-01-27 13:00:00,182.000,0.000,5.692,350.763,8.747,0.400,0.550,102.310,0.884,1.200
1706379300,2024-01-27 13:15:00,204.000,0.000,5.712,342.983,8.553,0.400,0.560,102.310,0.885,1.400
1706380200,2024-01-27 13:30:00,197.000,0.153,5.381,317.782,7.367,0.500,0.560,102.310,0.879,1.500
1706381100,2024-01-27 13:45:00,160.000,0.051,5.323,331.657,10.497,0.700,0.560,102.290,0.873,1.500
1706382000,2024-01-27 14:00:00,171.000,0.017,4.887,349.226,9.233,0.700,0.570,102.260,0.879,1.500
1706382900,2024-01-27 14:15:00,148.000,0.017,5.292,351.126,9.467,0.800,0.560,102.240,0.872,1.600
1706383800,2024-01-27 14:30:00,122.000,0.017,5.151,0.432,8.320,0.700,0.570,102.210,0.878,1.500
1706384700,2024-01-27 14:45:00,86.000,0.000,5.800,12.779,10.847,0.700,0.560,102.170,0.875,1.300
1706385600,2024-01-27 15:00:00,85.000,0.017,4.480,347.471,6.726,0.700,0.560,102.190,0.878,1.200
1706386500,2024-01-27 15:15:00,54.000,0.017,4.017,309.699,6.590,0.800,0.560,102.240,0.870,1.200
1706387400,2024-01-27 15:30:00,48.000,0.017,3.574,337.620,5.482,0.800,0.560,102.240,0.868,1.100
1706388300,2024-01-27 15:45:00,35.000,0.000,2.398,348.781,4.218,0.800,0.560,102.250,0.868,1.100
1706389200,2024-01-27 16:00:00,22.000,0.017,1.615,320.371,3.188,0.800,0.560,102.280,0.867,1.000
1706390100,2024-01-27 16:15:00,16.000,0.000,2.353,75.160,4.238,0.800,0.570,102.240,0.874,1.000
1706391000,2024-01-27 16:30:00,6.000,0.000,3.752,90.891,4.646,0.700,0.570,102.220,0.881,0.800
1706391900,2024-01-27 16:45:00,1.000,0.000,2.486,80.096,3.985,0.700,0.570,102.240,0.883,0.800
1706392800,2024-01-27 17:00:00,0.000,0.000,0.946,9.462,2.138,0.700,0.560,102.270,0.874,0.700
1706393700,2024-01-27 17:15:00,0.000,0.000,1.438,288.925,2.469,0.700,0.560,102.290,0.878,0.700
1706394600,2024-01-27 17:30:00,0.000,0.000,1.467,327.995,2.780,0.700,0.570,102.290,0.886,0.600
1706395500,2024-01-27 17:45:00,0.000,0.000,1.552,22.068,3.635,0.600,0.570,102.270,0.897,0.600
1706396400,2024-01-27 18:00:00,0.000,0.000,2.860,26.217,3.907,0.400,0.580,102.260,0.919,0.500
1706397300,2024-01-27 18:15:00,0.000,0.000,2.362,354.806,4.043,0.500,0.570,102.270,0.906,0.400
1706398200,2024-01-27 18:30:00,0.000,0.000,1.895,280.042,3.946,0.400,0.580,102.290,0.913,0.400
1706399100,2024-01-27 18:45:00,0.000,0.000,1.644,276.789,2.819,0.400,0.580,102.300,0.913,0.300
1706400000,2024-01-27 19:00:00,0.000,0.000,1.400,271.591,2.488,0.400,0.570,102.300,0.914,0.200
1706400900,2024-01-27 19:15:00,0.000,0.000,1.205,307.794,2.002,0.300,0.580,102.290,0.926,0.200
1706401800,2024-01-27 19:30:00,0.000,0.000,1.418,326.746,2.313,0.200,0.580,102.270,0.943,0.200
1706402700,2024-01-27 19:45:00,0.000,0.000,1.184,299.512,2.546,0.200,0.590,102.280,0.950,0.100
1706403600,2024-01-27 20:00:00,0.000,0.000,1.967,18.435,3.149,0.200,0.590,102.250,0.955,0.100
1706404500,2024-01-27 20:15:00,0.000,0.000,2.656,128.463,4.743,0.000,0.590,102.220,0.966,0.000
1706405400,2024-01-27 20:30:00,0.000,0.000,0.859,264.806,1.691,0.100,0.590,102.230,0.957,-0.100
1706406300,2024-01-27 20:45:00,0.000,0.000,0.652,17.354,1.225,0.100,0.590,102.220,0.959,0.000
1706407200,2024-01-27 21:00:00,0.000,0.000,1.200,204.905,2.449,0.100,0.590,102.220,0.962,0.000
1706408100,2024-01-27 21:15:00,0.000,0.000,0.764,262.694,1.788,0.200,0.600,102.230,0.961,0.100
1706409000,2024-01-27 21:30:00,0.000,0.000,0.999,307.093,2.119,0.300,0.600,102.250,0.958,0.100
1706409900,2024-01-27 21:45:00,0.000,0.000,1.525,342.951,2.410,0.300,0.600,102.260,0.965,0.200
1706410800,2024-01-27 22:00:00,0.000,0.000,1.787,261.870,5.793,0.300,0.600,102.270,0.962,0.200
1706411700,2024-01-27 22:15:00,0.000,0.000,4.151,247.999,7.562,0.400,0.600,102.270,0.946,0.300
1706412600,2024-01-27 22:30:00,0.000,0.000,3.597,250.096,8.397,0.400,0.590,102.280,0.938,0.400
1706413500,2024-01-27 22:45:00,0.000,0.000,3.295,251.779,6.706,0.500,0.590,102.240,0.931,0.400
1706414400,2024-01-27 23:00:00,0.000,0.000,3.374,244.764,5.812,0.400,0.580,102.220,0.926,0.400
1706415300,2024-01-27 23:15:00,0.000,0.000,3.486,243.864,5.987,0.400,0.580,102.200,0.927,0.400
1706416200,2024-01-27 23:30:00,0.000,0.000,2.330,250.507,3.888,0.300,0.580,102.180,0.929,0.300
1706417100,2024-01-27 23:45:00,0.000,0.000,2.165,258.085,4.510,0.300,0.580,102.190,0.928,0.300
1706418000,2024-01-28 00:00:00,0.000,0.000,2.520,251.565,5.151,0.300,0.580,102.180,0.923,0.200
1706418900,2024-01-28 00:15:00,0.000,0.000,1.595,279.118,3.207,0.300,0.570,102.130,0.921,0.200
1706419800,2024-01-28 00:30:00,0.000,0.000,1.730,270.000,3.305,0.300,0.580,102.120,0.926,0.300
1706420700,2024-01-28 00:45:00,0.000,0.000,1.688,284.676,3.052,0.200,0.580,102.110,0.929,0.200
1706421600,2024-01-28 01:00:00,0.000,0.000,1.560,292.730,2.333,0.200,0.580,102.100,0.932,0.200
1706422500,2024-01-28 01:15:00,0.000,0.000,0.894,312.357,1.963,0.200,0.580,102.080,0.938,0.200
1706423400,2024-01-28 01:30:00,0.000,0.000,1.104,333.886,1.808,0.100,0.580,102.060,0.944,0.100
1706424300,2024-01-28 01:45:00,0.000,0.000,1.596,357.207,3.032,0.100,0.580,102.050,0.944,0.100
1706425200,2024-01-28 02:00:00,0.000,0.000,1.475,341.565,2.197,0.100,0.580,102.040,0.944,0.100
1706426100,2024-01-28 02:15:00,0.000,0.000,1.181,302.905,1.963,0.100,0.580,102.030,0.951,0.100
1706427000,2024-01-28 02:30:00,0.000,0.000,1.361,313.264,2.702,0.000,0.580,102.000,0.949,0.100
1706427900,2024-01-28 02:45:00,0.000,0.000,1.114,353.991,2.702,0.100,0.580,101.960,0.950,0.100
1706428800,2024-01-28 03:00:00,0.000,0.000,1.304,243.435,2.119,0.000,0.590,101.950,0.960,0.000
1706429700,2024-01-28 03:15:00,0.000,0.000,0.332,249.444,1.438,0.000,0.590,101.940,0.964,0.000
1706430600,2024-01-28 03:30:00,0.000,0.000,0.590,252.759,1.011,0.000,0.590,101.930,0.960,0.000
1706431500,2024-01-28 03:45:00,0.000,0.000,1.600,242.501,3.518,0.100,0.590,101.930,0.955,0.000
1706432400,2024-01-28 04:00:00,0.000,0.000,1.741,303.158,3.052,0.100,0.590,101.930,0.952,0.100
1706433300,2024-01-28 04:15:00,0.000,0.000,1.852,290.908,2.741,0.100,0.590,101.940,0.955,0.100
1706434200,2024-01-28 04:30:00,0.000,0.000,2.011,293.344,3.266,0.100,0.590,101.970,0.962,0.100
1706435100,2024-01-28 04:45:00,0.000,0.000,2.101,321.009,3.285,0.100,0.590,101.980,0.964,0.100
1706436000,2024-01-28 05:00:00,0.000,0.000,1.857,300.861,4.782,0.300,0.600,101.980,0.956,0.200
1706436900,2024-01-28 05:15:00,0.000,0.000,2.286,303.555,4.976,0.400,0.600,101.960,0.945,0.200
1706437800,2024-01-28 05:30:00,0.000,0.000,3.758,335.556,5.812,0.300,0.600,101.920,0.950,0.300
1706438700,2024-01-28 05:45:00,0.000,0.000,3.170,336.894,4.607,0.300,0.590,101.920,0.953,0.300
1706439600,2024-01-28 06:00:00,0.000,0.000,2.450,358.182,3.596,0.200,0.590,101.900,0.951,0.300
1706440500,2024-01-28 06:15:00,0.000,0.000,2.079,331.518,3.518,0.300,0.590,101.880,0.947,0.300
1706441400,2024-01-28 06:30:00,0.000,0.000,1.787,314.119,2.760,0.300,0.590,101.900,0.952,0.300
1706442300,2024-01-28 06:45:00,0.000,0.000,2.238,327.414,4.354,0.300,0.590,101.930,0.947,0.300
1706443200,2024-01-28 07:00:00,0.000,0.000,2.465,305.695,3.130,0.300,0.600,101.970,0.956,0.300
1706444100,2024-01-28 07:15:00,1.000,0.000,2.888,316.637,3.732,0.200,0.600,101.990,0.963,0.300
1706445000,2024-01-28 07:30:00,6.000,0.000,1.526,313.452,2.235,0.200,0.600,101.940,0.968,0.200
1706445900,2024-01-28 07:45:00,16.000,0.000,0.801,50.906,1.652,0.100,0.600,101.880,0.976,0.200
1706446800,2024-01-28 08:00:00,25.000,0.000,1.424,34.992,3.071,0.100,0.600,101.850,0.975,0.300
1706447700,2024-01-28 08:15:00,48.000,0.000,1.279,313.152,2.080,0.200,0.610,101.850,0.982,0.400
1706448600,2024-01-28 08:30:00,63.000,0.000,1.770,171.158,2.663,0.200,0.610,101.830,0.989,0.500
1706449500,2024-01-28 08:45:00,66.000,0.000,0.696,324.090,1.361,0.300,0.620,101.850,0.990,0.700
1706450400,2024-01-28 09:00:00,72.000,0.000,1.598,346.640,2.799,0.500,0.620,101.840,0.986,0.900
1706451300,2024-01-28 09:15:00,114.000,0.000,1.322,340.233,2.352,0.400,0.630,101.800,0.996,1.100
1706452200,2024-01-28 09:30:00,119.000,0.000,1.384,321.843,2.197,0.600,0.630,101.790,0.991,1.400
1706453100,2024-01-28 09:45:00,124.000,0.034,1.247,329.036,1.808,0.700,0.640,101.780,0.989,1.600
1706454000,2024-01-28 10:00:00,122.000,0.000,1.546,309.898,2.099,1.000,0.640,101.790,0.979,1.800
1706454900,2024-01-28 10:15:00,123.000,0.017,1.688,331.074,2.235,1.100,0.650,101.800,0.977,1.900
1706455800,2024-01-28 10:30:00,164.000,0.017,2.243,332.103,2.974,1.300,0.660,101.780,0.981,2.200
1706456700,2024-01-28 10:45:00,201.000,0.000,1.220,329.349,2.371,1.300,0.670,101.740,0.995,2.700
1706457600,2024-01-28 11:00:00,197.000,0.000,2.028,140.054,2.819,1.500,0.670,101.700,0.989,3.000
1706458500,2024-01-28 11:15:00,183.000,0.000,3.496,125.723,4.801,1.400,0.670,101.670,0.988,2.800
1706459400,2024-01-28 11:30:00,160.000,0.000,3.880,126.238,4.821,1.300,0.670,101.660,0.991,2.500
1706460300,2024-01-28 11:45:00,145.000,0.000,4.187,126.125,4.840,1.300,0.660,101.630,0.985,2.300
1706461200,2024-01-28 12:00:00,140.000,0.017,4.344,121.272,5.404,1.300,0.660,101.590,0.985,2.200
1706462100,2024-01-28 12:15:00,122.000,0.000,4.508,128.698,5.268,1.400,0.660,101.580,0.973,2.100
1706463000,2024-01-28 12:30:00,116.000,0.000,4.730,128.660,5.501,1.400,0.650,101.560,0.966,2.000
1706463900,2024-01-28 12:45:00,103.000,0.000,4.720,132.163,5.579,1.400,0.650,101.530,0.963,2.000
1706464800,2024-01-28 13:00:00,96.000,0.000,4.409,131.067,5.151,1.400,0.640,101.500,0.950,2.000
1706465700,2024-01-28 13:15:00,102.000,0.000,4.416,132.681,6.143,1.400,0.650,101.450,0.961,2.000
1706466600,2024-01-28 13:30:00,104.000,0.000,4.440,142.829,5.890,1.400,0.660,101.450,0.973,2.000
1706467500,2024-01-28 13:45:00,88.000,0.000,4.193,133.685,6.473,1.500,0.660,101.440,0.968,1.900
1706468400,2024-01-28 14:00:00,74.000,0.000,5.215,147.791,7.328,1.400,0.650,101.420,0.968,1.900
1706469300,2024-01-28 14:15:00,73.000,0.000,4.886,145.045,6.609,1.400,0.650,101.410,0.968,1.800
1706470200,2024-01-28 14:30:00,78.000,0.000,5.911,125.362,7.542,1.500,0.650,101.390,0.951,1.800
1706471100,2024-01-28 14:45:00,54.000,0.000,6.935,132.274,9.350,1.600,0.650,101.380,0.940,1.900
1706472000,2024-01-28 15:00:00,71.000,0.000,6.228,139.050,9.369,1.300,0.650,101.380,0.970,1.700
1706472900,2024-01-28 15:15:00,45.000,0.000,6.025,112.179,7.309,1.200,0.650,101.340,0.979,1.400
1706473800,2024-01-28 15:30:00,20.000,0.000,7.052,115.294,11.002,1.200,0.660,101.330,0.982,1.300
1706474700,2024-01-28 15:45:00,22.000,0.000,8.592,118.072,10.847,1.100,0.650,101.290,0.993,1.200
1706475600,2024-01-28 16:00:00,15.000,0.000,8.097,109.348,9.700,1.100,0.650,101.280,0.988,1.200
1706476500,2024-01-28 16:15:00,8.000,0.000,4.794,99.806,7.639,1.000,0.650,101.280,0.990,1.100
1706477400,2024-01-28 16:30:00,3.000,0.000,2.703,88.764,4.393,1.000,0.650,101.270,0.992,1.000
1706478300,2024-01-28 16:45:00,0.000,0.000,2.469,89.549,3.577,0.900,0.650,101.250,0.991,0.900
1706479200,2024-01-28 17:00:00,0.000,0.000,1.739,84.226,3.479,0.900,0.650,101.220,0.993,0.900
1706480100,2024-01-28 17:15:00,0.000,0.000,1.691,98.596,3.441,0.900,0.650,101.210,0.994,0.900
1706481000,2024-01-28 17:30:00,0.000,0.017,2.428,72.290,4.918,0.900,0.650,101.200,0.993,0.800
1706481900,2024-01-28 17:45:00,0.000,0.000,1.777,59.789,3.149,0.900,0.640,101.210,0.991,0.800
1706482800,2024-01-28 18:00:00,0.000,0.000,2.162,48.281,5.423,0.800,0.640,101.200,0.987,0.800
1706483700,2024-01-28 18:15:00,0.000,0.017,4.024,37.147,6.609,0.800,0.640,101.170,0.986,0.800
1706484600,2024-01-28 18:30:00,0.000,0.000,4.472,51.885,7.698,0.700,0.630,101.160,0.983,0.700
1706485500,2024-01-28 18:45:00,0.000,0.000,4.129,50.540,6.823,0.700,0.630,101.170,0.983,0.700
1706486400,2024-01-28 19:00:00,0.000,0.000,4.783,57.279,8.261,0.700,0.630,101.140,0.987,0.700
1706487300,2024-01-28 19:15:00,0.000,0.000,5.145,47.450,8.981,0.700,0.630,101.130,0.985,0.600
1706488200,2024-01-28 19:30:00,0.000,0.000,5.114,35.563,7.775,0.800,0.640,101.110,0.985,0.700
1706489100,2024-01-28 19:45:00,0.000,0.000,4.141,20.902,6.687,0.800,0.640,101.080,0.984,0.700
1706490000,2024-01-28 20:00:00,0.000,0.017,4.921,31.430,9.700,0.800,0.640,101.060,0.984,0.700
1706490900,2024-01-28 20:15:00,0.000,0.000,4.862,17.928,8.864,0.800,0.630,101.020,0.980,0.700
1706491800,2024-01-28 20:30:00,0.000,0.000,4.314,21.130,7.717,0.700,0.630,101.000,0.982,0.600
1706492700,2024-01-28 20:45:00,0.000,0.000,4.139,25.602,8.359,0.700,0.630,100.990,0.978,0.600
1706493600,2024-01-28 21:00:00,0.000,0.000,3.826,27.867,8.184,0.600,0.630,100.970,0.984,0.600
1706494500,2024-01-28 21:15:00,0.000,0.000,3.871,2.302,6.590,0.700,0.630,100.940,0.981,0.500
1706495400,2024-01-28 21:30:00,0.000,0.000,2.975,13.219,6.298,0.700,0.630,100.960,0.976,0.600
1706496300,2024-01-28 21:45:00,0.000,0.017,5.062,9.281,7.814,0.700,0.630,100.900,0.973,0.600
1706497200,2024-01-28 22:00:00,0.000,0.000,3.196,9.806,6.570,0.700,0.620,100.890,0.972,0.600
1706498100,2024-01-28 22:15:00,0.000,0.000,2.434,3.205,5.462,0.600,0.620,100.890,0.972,0.500
1706499000,2024-01-28 22:30:00,0.000,0.000,5.408,2.266,8.670,0.700,0.620,100.870,0.968,0.500
1706499900,2024-01-28 22:45:00,0.000,0.000,3.672,10.061,6.901,0.600,0.620,100.840,0.979,0.500
1706500800,2024-01-28 23:00:00,0.000,0.000,3.274,4.086,6.648,0.500,0.620,100.870,0.983,0.500
1706501700,2024-01-28 23:15:00,0.000,0.000,5.855,354.857,9.467,0.600,0.620,100.850,0.976,0.500
1706502600,2024-01-28 23:30:00,0.000,0.000,5.432,352.392,9.311,0.400,0.620,100.820,0.981,0.400
1706503500,2024-01-28 23:45:00,0.000,0.000,6.829,341.410,11.508,0.300,0.620,100.790,0.986,0.300
1706504400,2024-01-29 00:00:00,0.000,0.000,6.023,355.743,11.760,0.300,0.610,100.760,0.983,0.200
1706505300,2024-01-29 00:15:00,0.000,0.000,6.416,358.958,11.158,0.100,0.610,100.730,0.987,0.200
1706506200,2024-01-29 00:30:00,0.000,0.000,5.549,354.170,9.816,0.100,0.600,100.700,0.984,0.100
1706507100,2024-01-29 00:45:00,0.000,0.000,6.691,1.998,14.948,0.100,0.600,100.660,0.976,0.100
1706508000,2024-01-29 01:00:00,0.000,0.000,6.827,1.958,15.881,0.000,0.600,100.630,0.975,0.100
1706508900,2024-01-29 01:15:00,0.000,0.000,6.281,6.575,11.721,-0.300,0.590,100.600,0.993,0.000
1706509800,2024-01-29 01:30:00,0.000,0.000,7.728,5.051,13.432,-0.100,0.590,100.570,0.978,0.000
1706510700,2024-01-29 01:45:00,0.000,0.000,7.260,353.389,13.043,-0.200,0.590,100.540,0.974,-0.100
1706511600,2024-01-29 02:00:00,0.000,0.000,8.287,350.957,17.203,-0.100,0.590,100.520,0.968,-0.200
1706512500,2024-01-29 02:15:00,0.000,0.000,9.171,356.719,15.823,-0.100,0.580,100.500,0.962,-0.100
1706513400,2024-01-29 02:30:00,0.000,0.000,9.169,355.135,16.270,-0.300,0.580,100.490,0.969,-0.200
1706514300,2024-01-29 02:45:00,0.000,0.000,8.128,352.994,17.553,-0.400,0.580,100.490,0.971,-0.300
1706515200,2024-01-29 03:00:00,0.000,0.000,8.539,351.095,17.145,-0.700,0.570,100.500,0.979,-0.400
1706516100,2024-01-29 03:15:00,0.000,0.000,8.453,349.801,15.531,-0.600,0.570,100.510,0.967,-0.500
1706517000,2024-01-29 03:30:00,0.000,0.000,8.284,345.181,14.598,-0.600,0.560,100.520,0.961,-0.600
1706517900,2024-01-29 03:45:00,0.000,0.000,6.767,355.387,11.916,-0.600,0.560,100.520,0.958,-0.600
1706518800,2024-01-29 04:00:00,0.000,0.000,5.914,357.740,12.071,-0.500,0.560,100.530,0.952,-0.600
1706519700,2024-01-29 04:15:00,0.000,0.000,6.998,0.159,15.259,-0.600,0.560,100.530,0.961,-0.600
1706520600,2024-01-29 04:30:00,0.000,0.000,7.073,339.573,11.760,-0.600,0.560,100.530,0.965,-0.600
1706521500,2024-01-29 04:45:00,0.000,0.000,7.903,336.209,13.549,-0.700,0.560,100.540,0.966,-0.700
1706522400,2024-01-29 05:00:00,0.000,0.000,8.584,338.199,17.786,-0.800,0.560,100.540,0.977,-0.700
1706523300,2024-01-29 05:15:00,0.000,0.000,8.671,337.459,14.035,-0.800,0.560,100.540,0.977,-0.700
1706524200,2024-01-29 05:30:00,0.000,0.000,8.499,336.836,16.076,-0.900,0.560,100.550,0.978,-0.700
1706525100,2024-01-29 05:45:00,0.000,0.000,8.350,340.131,16.114,-0.700,0.560,100.550,0.966,-0.700
1706526000,2024-01-29 06:00:00,0.000,0.000,8.754,340.680,16.095,-0.600,0.560,100.560,0.958,-0.700
1706526900,2024-01-29 06:15:00,0.000,0.000,8.448,342.732,14.384,-0.700,0.560,100.560,0.958,-0.700
1706527800,2024-01-29 06:30:00,0.000,0.000,8.698,341.363,14.831,-0.500,0.560,100.560,0.947,-0.700
1706528700,2024-01-29 06:45:00,0.000,0.000,9.796,336.742,19.516,-0.400,0.550,100.570,0.937,-0.600
1706529600,2024-01-29 07:00:00,0.000,0.000,10.924,342.178,20.799,-0.400,0.550,100.570,0.927,-0.500
1706530500,2024-01-29 07:15:00,4.000,0.000,9.470,343.053,17.378,-0.400,0.550,100.570,0.922,-0.500
1706531400,2024-01-29 07:30:00,10.000,0.000,9.885,333.989,17.009,-0.300,0.550,100.580,0.918,-0.400
1706532300,2024-01-29 07:45:00,15.000,0.000,11.209,337.571,20.624,-0.300,0.540,100.590,0.909,-0.400
1706533200,2024-01-29 08:00:00,21.000,0.000,12.107,340.198,19.808,-0.200,0.540,100.600,0.898,-0.300
1706534100,2024-01-29 08:15:00,26.000,0.000,10.991,341.116,18.253,-0.200,0.540,100.600,0.894,-0.200
1706535000,2024-01-29 08:30:00,43.000,0.000,10.962,342.561,20.546,-0.100,0.540,100.610,0.892,-0.100
1706535900,2024-01-29 08:45:00,104.000,0.000,10.816,346.488,20.255,-0.100,0.540,100.620,0.894,0.000
1706536800,2024-01-29 09:00:00,119.000,0.000,12.033,346.929,22.821,0.000,0.550,100.630,0.894,0.200
1706537700,2024-01-29 09:15:00,95.000,0.000,13.221,345.003,26.222,0.000,0.540,100.640,0.887,0.300
1706538600,2024-01-29 09:30:00,85.000,0.000,13.059,343.750,21.441,0.000,0.540,100.670,0.879,0.200
1706539500,2024-01-29 09:45:00,165.000,0.000,11.404,343.666,19.419,0.000,0.540,100.690,0.888,0.400
1706540400,2024-01-29 10:00:00,192.000,0.000,12.799,340.850,23.248,0.100,0.550,100.720,0.891,0.600
1706541300,2024-01-29 10:15:00,172.000,0.000,11.749,346.608,22.471,0.200,0.550,100.760,0.883,0.600
1706542200,2024-01-29 10:30:00,173.000,0.000,11.151,348.435,22.723,0.300,0.550,100.790,0.883,0.800
