# Downloaded at 2025-09-17 15:02:53 [UTC]
# Station name = Belfast Maine Harbor
# Device type = Weather
# Device serial = PTM5462
# Latitude [deg] = 44.428903
# Longitude [deg] = -69.004461
# Current altitude = 0.00 m
# 
# timestamp [sec UTC],timestring [America/New_York],Solar irradiance [W/m2],Rainfall intensity [mm],Wind speed [kn],Wind direction (coming from) [deg N],Wind gust speed [kn],Air temperature [deg C],Vapor pressure [kPa],Atmospheric pressure [kPa],Relative humidity [-],Air temperature (humidity sensor) [deg C]# 
1704085200,2024-01-01 00:00:00,0.000,0.000,8.331,6.296,14.773,-4.500,0.350,101.500,0.799,-4.400
1704086100,2024-01-01 00:15:00,0.000,0.000,9.273,359.399,17.067,-4.600,0.350,101.500,0.791,-4.400
1704087000,2024-01-01 00:30:00,0.000,0.000,10.480,358.725,15.881,-4.600,0.340,101.510,0.794,-4.500
1704087900,2024-01-01 00:45:00,0.000,0.000,10.697,356.040,17.533,-4.600,0.350,101.510,0.797,-4.400
1704088800,2024-01-01 01:00:00,0.000,0.000,9.190,355.025,14.287,-4.700,0.340,101.510,0.791,-4.500
1704089700,2024-01-01 01:15:00,0.000,0.000,8.437,359.472,14.443,-4.700,0.340,101.500,0.794,-4.500
1704090600,2024-01-01 01:30:00,0.000,0.000,7.342,5.469,12.013,-4.700,0.340,101.530,0.788,-4.500
1704091500,2024-01-01 01:45:00,0.000,0.000,7.407,4.214,11.060,-4.700,0.340,101.540,0.784,-4.500
1704092400,2024-01-01 02:00:00,0.000,0.000,8.058,2.904,12.071,-4.600,0.340,101.550,0.782,-4.500
1704093300,2024-01-01 02:15:00,0.000,0.000,10.476,346.041,14.812,-4.500,0.340,101.530,0.792,-4.500
1704094200,2024-01-01 02:30:00,0.000,0.000,10.251,338.299,16.056,-4.600,0.340,101.530,0.797,-4.500
1704095100,2024-01-01 02:45:00,0.000,0.000,10.063,339.535,14.579,-4.700,0.350,101.530,0.801,-4.500
1704096000,2024-01-01 03:00:00,0.000,0.000,9.241,325.541,15.376,-4.700,0.340,101.540,0.801,-4.600
1704096900,2024-01-01 03:15:00,0.000,0.000,8.814,339.607,14.365,-4.800,0.350,101.540,0.805,-4.600
1704097800,2024-01-01 03:30:00,0.000,0.000,8.865,0.754,14.501,-4.900,0.340,101.530,0.805,-4.700
1704098700,2024-01-01 03:45:00,0.000,0.000,10.061,2.768,15.862,-5.100,0.330,101.530,0.789,-4.800
1704099600,2024-01-01 04:00:00,0.000,0.000,9.713,357.017,14.326,-5.100,0.330,101.530,0.782,-4.900
1704100500,2024-01-01 04:15:00,0.000,0.000,9.862,350.928,17.028,-5.200,0.320,101.510,0.785,-5.000
1704101400,2024-01-01 04:30:00,0.000,0.000,9.821,356.027,15.570,-5.200,0.320,101.510,0.779,-5.100
1704102300,2024-01-01 04:45:00,0.000,0.000,11.359,351.537,17.397,-5.300,0.320,101.510,0.774,-5.100
1704103200,2024-01-01 05:00:00,0.000,0.000,9.708,357.590,14.248,-5.300,0.320,101.510,0.773,-5.100
1704104100,2024-01-01 05:15:00,0.000,0.000,9.925,357.306,14.501,-5.200,0.320,101.520,0.780,-5.100
1704105000,2024-01-01 05:30:00,0.000,0.000,9.616,347.509,15.259,-5.200,0.320,101.530,0.780,-5.100
1704105900,2024-01-01 05:45:00,0.000,0.000,10.391,354.417,14.482,-5.300,0.320,101.550,0.776,-5.100
1704106800,2024-01-01 06:00:00,0.000,0.000,9.344,351.988,13.821,-5.200,0.320,101.570,0.770,-5.100
1704107700,2024-01-01 06:15:00,0.000,0.000,8.608,356.504,14.015,-5.300,0.320,101.580,0.773,-5.100
1704108600,2024-01-01 06:30:00,0.000,0.000,9.325,3.107,15.454,-5.300,0.320,101.590,0.773,-5.200
1704109500,2024-01-01 06:45:00,0.000,0.000,9.477,348.644,14.229,-5.300,0.320,101.600,0.777,-5.200
1704110400,2024-01-01 07:00:00,0.000,0.000,8.087,0.551,13.432,-5.300,0.320,101.600,0.792,-5.200
1704111300,2024-01-01 07:15:00,1.000,0.000,8.501,2.228,12.790,-5.300,0.320,101.610,0.787,-5.200
1704112200,2024-01-01 07:30:00,8.000,0.000,8.002,348.936,15.609,-5.200,0.320,101.620,0.782,-5.200
1704113100,2024-01-01 07:45:00,13.000,0.000,9.039,343.124,15.512,-5.200,0.320,101.630,0.779,-5.100
1704114000,2024-01-01 08:00:00,25.000,0.000,8.402,348.118,13.471,-5.300,0.320,101.650,0.778,-5.100
1704114900,2024-01-01 08:15:00,35.000,0.000,6.992,348.128,11.099,-5.200,0.320,101.660,0.779,-5.000
1704115800,2024-01-01 08:30:00,32.000,0.000,8.912,339.707,14.209,-5.200,0.320,101.680,0.778,-4.900
1704116700,2024-01-01 08:45:00,38.000,0.000,8.313,347.166,13.393,-5.100,0.330,101.700,0.781,-4.900
1704117600,2024-01-01 09:00:00,76.000,0.000,8.902,337.804,13.898,-5.200,0.330,101.710,0.781,-4.800
1704118500,2024-01-01 09:15:00,99.000,0.000,9.727,336.816,14.423,-5.200,0.330,101.720,0.783,-4.700
1704119400,2024-01-01 09:30:00,122.000,0.000,8.133,342.474,12.363,-5.000,0.330,101.730,0.787,-4.500
1704120300,2024-01-01 09:45:00,124.000,0.000,8.014,352.754,11.235,-4.900,0.330,101.730,0.779,-4.300
1704121200,2024-01-01 10:00:00,169.000,0.000,8.021,348.254,12.538,-4.800,0.330,101.740,0.775,-4.100
1704122100,2024-01-01 10:15:00,159.000,0.000,8.757,348.865,15.784,-4.600,0.330,101.730,0.760,-3.900
1704123000,2024-01-01 10:30:00,128.000,0.000,11.251,338.088,16.173,-4.500,0.320,101.720,0.741,-3.900
1704123900,2024-01-01 10:45:00,100.000,0.000,8.834,357.478,13.082,-4.500,0.320,101.720,0.738,-3.900
1704124800,2024-01-01 11:00:00,90.000,0.000,9.164,344.372,13.374,-4.500,0.330,101.700,0.744,-3.900
1704125700,2024-01-01 11:15:00,114.000,0.000,11.207,330.945,15.765,-4.600,0.330,101.690,0.752,-4.000
1704126600,2024-01-01 11:30:00,120.000,0.000,10.602,338.940,17.086,-4.500,0.330,101.680,0.752,-4.000
1704127500,2024-01-01 11:45:00,103.000,0.000,10.684,333.062,14.968,-4.500,0.340,101.670,0.764,-4.000
1704128400,2024-01-01 12:00:00,103.000,0.000,11.716,328.156,19.380,-4.600,0.340,101.660,0.768,-4.000
1704129300,2024-01-01 12:15:00,129.000,0.000,11.706,330.668,16.814,-4.700,0.330,101.650,0.770,-4.100
1704130200,2024-01-01 12:30:00,148.000,0.000,11.612,348.314,17.047,-4.700,0.330,101.630,0.763,-4.100
1704131100,2024-01-01 12:45:00,131.000,0.000,9.769,345.245,15.531,-4.500,0.330,101.620,0.761,-4.000
1704132000,2024-01-01 13:00:00,162.000,0.000,10.702,334.273,15.298,-4.500,0.330,101.620,0.760,-3.800
1704132900,2024-01-01 13:15:00,122.000,0.000,8.585,323.934,13.549,-4.300,0.340,101.630,0.765,-3.700
1704133800,2024-01-01 13:30:00,83.000,0.000,11.180,333.791,17.864,-4.200,0.340,101.640,0.759,-3.700
1704134700,2024-01-01 13:45:00,63.000,0.000,12.046,337.615,19.283,-4.200,0.330,101.650,0.743,-3.800
1704135600,2024-01-01 14:00:00,50.000,0.000,12.487,336.028,17.864,-4.300,0.330,101.660,0.739,-3.800
1704136500,2024-01-01 14:15:00,74.000,0.000,10.008,341.072,16.114,-4.300,0.320,101.670,0.721,-3.900
1704137400,2024-01-01 14:30:00,68.000,0.000,8.908,342.474,14.462,-4.200,0.320,101.680,0.712,-3.800
1704138300,2024-01-01 14:45:00,46.000,0.000,11.063,347.209,15.317,-4.200,0.320,101.700,0.714,-3.800
1704139200,2024-01-01 15:00:00,35.000,0.000,8.826,350.621,14.268,-4.100,0.320,101.710,0.714,-3.800
1704140100,2024-01-01 15:15:00,26.000,0.000,8.149,343.510,15.512,-4.000,0.330,101.720,0.723,-3.800
1704141000,2024-01-01 15:30:00,18.000,0.000,10.252,334.747,13.704,-4.000,0.330,101.740,0.724,-3.800
1704141900,2024-01-01 15:45:00,11.000,0.000,8.105,351.170,13.704,-4.100,0.320,101.750,0.709,-3.800
1704142800,2024-01-01 16:00:00,4.000,0.000,7.665,352.569,14.346,-4.100,0.320,101.750,0.704,-3.900
1704143700,2024-01-01 16:15:00,1.000,0.000,6.446,356.542,8.553,-4.100,0.320,101.750,0.701,-4.000
1704144600,2024-01-01 16:30:00,0.000,0.000,8.104,327.339,11.877,-4.000,0.320,101.750,0.713,-3.900
1704145500,2024-01-01 16:45:00,0.000,0.000,9.969,331.336,15.531,-4.000,0.330,101.750,0.724,-3.900
1704146400,2024-01-01 17:00:00,0.000,0.000,11.296,343.093,15.881,-4.100,0.310,101.760,0.697,-4.000
1704147300,2024-01-01 17:15:00,0.000,0.000,10.871,335.039,14.443,-4.100,0.310,101.760,0.699,-4.000
1704148200,2024-01-01 17:30:00,0.000,0.000,8.840,346.392,12.790,-4.200,0.310,101.770,0.694,-4.100
1704149100,2024-01-01 17:45:00,0.000,0.000,7.885,344.559,11.605,-4.300,0.310,101.770,0.691,-4.100
1704150000,2024-01-01 18:00:00,0.000,0.000,5.269,354.920,8.436,-4.300,0.310,101.780,0.687,-4.200
1704150900,2024-01-01 18:15:00,0.000,0.000,4.514,354.068,6.376,-4.300,0.310,101.790,0.691,-4.200
1704151800,2024-01-01 18:30:00,0.000,0.000,3.402,6.232,6.084,-4.300,0.310,101.800,0.695,-4.200
1704152700,2024-01-01 18:45:00,0.000,0.000,3.161,351.870,4.646,-4.300,0.310,101.800,0.702,-4.200
1704153600,2024-01-01 19:00:00,0.000,0.000,3.986,315.000,6.201,-4.300,0.310,101.810,0.706,-4.200
1704154500,2024-01-01 19:15:00,0.000,0.000,4.230,307.344,8.261,-4.300,0.310,101.810,0.707,-4.200
1704155400,2024-01-01 19:30:00,0.000,0.000,4.803,312.211,7.873,-4.300,0.320,101.820,0.721,-4.200
1704156300,2024-01-01 19:45:00,0.000,0.000,5.456,349.531,7.600,-4.400,0.320,101.810,0.732,-4.200
1704157200,2024-01-01 20:00:00,0.000,0.000,4.539,351.627,6.940,-4.500,0.320,101.800,0.734,-4.400
1704158100,2024-01-01 20:15:00,0.000,0.000,4.610,358.067,6.259,-4.500,0.320,101.800,0.739,-4.500
1704159000,2024-01-01 20:30:00,0.000,0.000,2.578,324.513,5.151,-4.700,0.320,101.800,0.750,-4.600
1704159900,2024-01-01 20:45:00,0.000,0.000,2.216,352.439,3.266,-4.800,0.330,101.790,0.758,-4.900
1704160800,2024-01-01 21:00:00,0.000,0.000,1.806,278.043,2.955,-5.100,0.320,101.790,0.771,-5.100
1704161700,2024-01-01 21:15:00,0.000,0.000,2.157,294.487,3.577,-5.200,0.330,101.790,0.784,-5.200
1704162600,2024-01-01 21:30:00,0.000,0.000,2.191,296.338,3.343,-5.300,0.330,101.780,0.806,-5.400
1704163500,2024-01-01 21:45:00,0.000,0.000,2.626,289.911,4.315,-5.400,0.340,101.780,0.827,-5.400
1704164400,2024-01-01 22:00:00,0.000,0.000,3.065,314.743,4.782,-5.500,0.340,101.780,0.834,-5.600
1704165300,2024-01-01 22:15:00,0.000,0.000,3.539,334.983,4.762,-5.700,0.340,101.780,0.849,-5.800
1704166200,2024-01-01 22:30:00,0.000,0.000,3.448,350.591,4.704,-5.800,0.340,101.770,0.864,-6.000
1704167100,2024-01-01 22:45:00,0.000,0.000,3.740,347.697,5.404,-6.100,0.340,101.760,0.888,-6.200
1704168000,2024-01-01 23:00:00,0.000,0.000,3.861,327.750,6.415,-6.100,0.350,101.750,0.900,-6.200
1704168900,2024-01-01 23:15:00,0.000,0.000,3.790,329.490,6.026,-6.300,0.350,101.750,0.910,-6.300
1704169800,2024-01-01 23:30:00,0.000,0.000,3.617,358.460,4.957,-6.400,0.350,101.730,0.918,-6.400
1704170700,2024-01-01 23:45:00,0.000,0.000,3.029,338.540,4.801,-6.400,0.350,101.720,0.918,-6.600
1704171600,2024-01-02 00:00:00,0.000,0.000,3.094,300.593,5.093,-6.600,0.340,101.700,0.908,-6.800
1704172500,2024-01-02 00:15:00,0.000,0.000,3.546,322.125,5.559,-6.700,0.330,101.670,0.894,-6.900
1704173400,2024-01-02 00:30:00,0.000,0.000,4.378,311.760,6.162,-7.000,0.320,101.670,0.896,-7.100
1704174300,2024-01-02 00:45:00,0.000,0.000,3.476,292.694,5.443,-7.200,0.320,101.670,0.895,-7.300
1704175200,2024-01-02 01:00:00,0.000,0.000,3.173,297.350,5.307,-7.200,0.320,101.660,0.890,-7.400
1704176100,2024-01-02 01:15:00,0.000,0.000,2.877,306.483,5.695,-7.300,0.320,101.650,0.910,-7.500
1704177000,2024-01-02 01:30:00,0.000,0.000,2.994,279.340,4.665,-7.500,0.320,101.650,0.918,-7.600
1704177900,2024-01-02 01:45:00,0.000,0.000,3.079,315.512,5.151,-7.500,0.320,101.650,0.905,-7.700
1704178800,2024-01-02 02:00:00,0.000,0.000,3.747,332.504,5.832,-7.500,0.320,101.650,0.926,-7.700
1704179700,2024-01-02 02:15:00,0.000,0.000,3.937,329.764,5.657,-7.700,0.320,101.650,0.926,-7.800
1704180600,2024-01-02 02:30:00,0.000,0.000,5.518,336.324,7.153,-7.900,0.320,101.650,0.940,-7.900
1704181500,2024-01-02 02:45:00,0.000,0.000,3.915,323.073,7.717,-8.000,0.320,101.630,0.956,-8.000
1704182400,2024-01-02 03:00:00,0.000,0.000,4.233,325.288,6.376,-8.200,0.310,101.630,0.952,-8.200
1704183300,2024-01-02 03:15:00,0.000,0.000,5.495,332.166,6.726,-8.200,0.310,101.630,0.946,-8.300
1704184200,2024-01-02 03:30:00,0.000,0.000,5.082,336.082,7.484,-8.000,0.310,101.620,0.939,-8.300
1704185100,2024-01-02 03:45:00,0.000,0.000,4.682,351.163,6.609,-8.300,0.320,101.600,0.966,-8.300
1704186000,2024-01-02 04:00:00,0.000,0.000,5.152,350.005,6.648,-8.500,0.310,101.590,0.962,-8.500
1704186900,2024-01-02 04:15:00,0.000,0.000,3.953,318.788,7.328,-8.600,0.310,101.600,0.960,-8.600
1704187800,2024-01-02 04:30:00,0.000,0.000,3.913,334.708,5.812,-8.600,0.300,101.590,0.947,-8.700
1704188700,2024-01-02 04:45:00,0.000,0.000,4.658,330.225,7.212,-8.700,0.300,101.580,0.957,-8.800
1704189600,2024-01-02 05:00:00,0.000,0.000,4.359,316.626,6.240,-8.900,0.300,101.570,0.965,-8.900
1704190500,2024-01-02 05:15:00,0.000,0.000,3.817,325.582,5.579,-8.900,0.300,101.570,0.959,-8.900
1704191400,2024-01-02 05:30:00,0.000,0.000,5.304,329.864,7.717,-8.800,0.300,101.580,0.957,-9.000
1704192300,2024-01-02 05:45:00,0.000,0.000,4.191,310.486,7.192,-9.000,0.300,101.590,0.969,-8.900
1704193200,2024-01-02 06:00:00,0.000,0.000,4.132,320.919,6.706,-8.900,0.300,101.590,0.953,-9.000
1704194100,2024-01-02 06:15:00,0.000,0.000,4.209,338.887,6.881,-8.800,0.300,101.600,0.962,-9.000
1704195000,2024-01-02 06:30:00,0.000,0.000,4.904,347.176,6.842,-8.800,0.300,101.610,0.968,-8.900
1704195900,2024-01-02 06:45:00,0.000,0.000,5.262,341.030,6.881,-8.800,0.300,101.610,0.964,-8.900
1704196800,2024-01-02 07:00:00,0.000,0.000,4.950,335.649,7.037,-8.800,0.300,101.610,0.967,-8.900
1704197700,2024-01-02 07:15:00,3.000,0.000,5.642,333.170,7.600,-8.900,0.300,101.630,0.974,-8.900
1704198600,2024-01-02 07:30:00,15.000,0.000,6.357,334.845,7.659,-8.700,0.310,101.610,0.968,-8.500
1704199500,2024-01-02 07:45:00,41.000,0.000,5.416,333.343,7.406,-8.400,0.320,101.620,0.990,-7.600
1704200400,2024-01-02 08:00:00,64.000,0.000,4.928,356.381,6.454,-8.000,0.330,101.610,0.997,-6.400
1704201300,2024-01-02 08:15:00,88.000,0.000,5.302,350.503,7.464,-7.700,0.340,101.600,0.989,-5.400
1704202200,2024-01-02 08:30:00,113.000,0.000,5.215,352.504,7.387,-7.300,0.350,101.600,0.992,-4.100
1704203100,2024-01-02 08:45:00,139.000,0.000,6.150,349.436,7.950,-7.200,0.350,101.610,0.977,-4.000
1704204000,2024-01-02 09:00:00,165.000,0.000,7.699,346.420,10.769,-6.700,0.350,101.610,0.959,-3.600
1704204900,2024-01-02 09:15:00,192.000,0.000,6.143,340.017,9.603,-6.000,0.360,101.610,0.920,-3.200
1704205800,2024-01-02 09:30:00,218.000,0.000,5.299,341.166,8.281,-5.400,0.370,101.610,0.901,-2.100
1704206700,2024-01-02 09:45:00,238.000,0.000,6.861,332.128,11.430,-4.800,0.360,101.620,0.842,-1.700
1704207600,2024-01-02 10:00:00,264.000,0.000,9.431,331.163,14.404,-4.600,0.350,101.620,0.798,-1.400
1704208500,2024-01-02 10:15:00,294.000,0.000,7.551,307.784,11.916,-4.300,0.340,101.600,0.762,-1.300
1704209400,2024-01-02 10:30:00,315.000,0.000,4.785,316.317,8.806,-3.700,0.350,101.570,0.754,-0.500
1704210300,2024-01-02 10:45:00,342.000,0.000,4.276,310.206,9.292,-3.200,0.350,101.570,0.737,0.300
1704211200,2024-01-02 11:00:00,368.000,0.000,4.335,304.403,8.125,-2.600,0.360,101.550,0.714,1.300
1704212100,2024-01-02 11:15:00,351.000,0.000,4.000,314.409,7.328,-2.500,0.350,101.530,0.689,1.400
1704213000,2024-01-02 11:30:00,369.000,0.000,2.697,260.877,6.726,-2.000,0.360,101.510,0.672,2.100
1704213900,2024-01-02 11:45:00,377.000,0.000,4.351,235.742,8.961,-1.400,0.350,101.480,0.642,2.700
1704214800,2024-01-02 12:00:00,381.000,0.000,3.379,261.730,7.911,-0.900,0.350,101.450,0.622,3.100
1704215700,2024-01-02 12:15:00,381.000,0.000,4.079,247.590,7.153,-0.500,0.350,101.420,0.593,3.600
1704216600,2024-01-02 12:30:00,379.000,0.000,3.478,244.151,8.184,-0.100,0.340,101.400,0.565,3.700
1704217500,2024-01-02 12:45:00,374.000,0.000,3.940,274.811,8.514,0.200,0.340,101.380,0.551,4.100
1704218400,2024-01-02 13:00:00,372.000,0.000,2.272,246.286,4.918,0.700,0.350,101.360,0.545,4.400
1704219300,2024-01-02 13:15:00,369.000,0.000,2.603,293.311,7.542,1.100,0.350,101.350,0.528,4.900
1704220200,2024-01-02 13:30:00,372.000,0.000,4.837,300.687,11.410,1.100,0.330,101.340,0.497,4.900
1704221100,2024-01-02 13:45:00,360.000,0.000,5.462,312.548,9.292,1.300,0.330,101.320,0.487,4.400
1704222000,2024-01-02 14:00:00,317.000,0.000,4.821,270.231,10.400,1.800,0.310,101.320,0.454,4.400
1704222900,2024-01-02 14:15:00,323.000,0.000,4.554,272.691,8.689,2.100,0.310,101.330,0.431,4.500
1704223800,2024-01-02 14:30:00,205.000,0.000,5.086,278.130,9.564,2.100,0.300,101.330,0.417,4.100
1704224700,2024-01-02 14:45:00,168.000,0.000,3.849,316.228,7.853,2.100,0.310,101.320,0.432,3.500
1704225600,2024-01-02 15:00:00,115.000,0.000,3.492,307.763,6.356,2.300,0.300,101.310,0.422,3.200
1704226500,2024-01-02 15:15:00,153.000,0.000,2.623,320.412,4.218,2.200,0.300,101.310,0.424,3.000
1704227400,2024-01-02 15:30:00,74.000,0.000,1.922,204.492,4.918,2.300,0.320,101.310,0.443,3.100
1704228300,2024-01-02 15:45:00,18.000,0.000,1.700,174.094,3.596,1.700,0.360,101.310,0.526,2.300
1704229200,2024-01-02 16:00:00,11.000,0.000,1.491,157.782,2.585,1.300,0.350,101.300,0.529,1.400
1704230100,2024-01-02 16:15:00,5.000,0.000,1.692,227.328,3.616,1.200,0.330,101.290,0.492,0.700
1704231000,2024-01-02 16:30:00,1.000,0.000,1.852,230.964,4.121,0.800,0.330,101.300,0.513,0.400
1704231900,2024-01-02 16:45:00,0.000,0.000,1.419,306.085,2.294,-0.300,0.370,101.310,0.623,-0.300
1704232800,2024-01-02 17:00:00,0.000,0.000,1.361,291.801,2.721,-0.500,0.360,101.300,0.609,-0.900
1704233700,2024-01-02 17:15:00,0.000,0.000,2.604,318.935,3.382,-1.300,0.390,101.290,0.695,-1.500
1704234600,2024-01-02 17:30:00,0.000,0.000,2.367,302.255,3.674,-1.600,0.390,101.290,0.724,-1.900
1704235500,2024-01-02 17:45:00,0.000,0.000,1.803,311.941,3.071,-1.800,0.390,101.290,0.733,-2.300
1704236400,2024-01-02 18:00:00,0.000,0.000,2.821,302.047,4.413,-2.100,0.400,101.270,0.754,-2.500
1704237300,2024-01-02 18:15:00,0.000,0.000,2.886,297.255,4.238,-2.300,0.400,101.270,0.773,-2.700
1704238200,2024-01-02 18:30:00,0.000,0.000,2.233,319.236,3.654,-2.400,0.400,101.280,0.781,-2.900
1704239100,2024-01-02 18:45:00,0.000,0.000,1.720,304.408,2.819,-2.700,0.400,101.280,0.803,-3.100
1704240000,2024-01-02 19:00:00,0.000,0.000,2.068,319.574,3.091,-2.700,0.400,101.290,0.808,-3.300
1704240900,2024-01-02 19:15:00,0.000,0.000,2.863,303.366,4.102,-2.900,0.410,101.290,0.826,-3.400
1704241800,2024-01-02 19:30:00,0.000,0.000,2.782,303.024,4.238,-3.000,0.410,101.280,0.835,-3.400
1704242700,2024-01-02 19:45:00,0.000,0.000,2.770,300.343,3.693,-3.100,0.400,101.280,0.829,-3.500
1704243600,2024-01-02 20:00:00,0.000,0.000,3.084,300.282,4.179,-3.200,0.400,101.280,0.835,-3.600
1704244500,2024-01-02 20:15:00,0.000,0.000,3.168,299.396,5.365,-3.400,0.410,101.280,0.852,-3.700
1704245400,2024-01-02 20:30:00,0.000,0.000,3.979,318.366,5.676,-3.300,0.410,101.280,0.862,-3.700
1704246300,2024-01-02 20:45:00,0.000,0.000,5.969,327.500,7.542,-3.600,0.420,101.270,0.893,-3.700
1704247200,2024-01-02 21:00:00,0.000,0.000,5.754,325.182,7.659,-3.700,0.410,101.280,0.885,-3.800
1704248100,2024-01-02 21:15:00,0.000,0.000,5.194,329.404,6.648,-3.900,0.410,101.280,0.895,-4.000
1704249000,2024-01-02 21:30:00,0.000,0.000,5.242,333.815,6.590,-4.100,0.410,101.290,0.904,-4.200
1704249900,2024-01-02 21:45:00,0.000,0.000,5.696,338.162,6.901,-4.200,0.410,101.290,0.907,-4.400
1704250800,2024-01-02 22:00:00,0.000,0.000,6.032,338.644,7.270,-4.500,0.400,101.280,0.919,-4.500
1704251700,2024-01-02 22:15:00,0.000,0.000,7.064,338.023,8.417,-4.700,0.400,101.280,0.924,-4.700
1704252600,2024-01-02 22:30:00,0.000,0.000,6.719,341.617,8.903,-4.800,0.400,101.290,0.923,-4.900
1704253500,2024-01-02 22:45:00,0.000,0.000,5.177,335.841,7.309,-4.800,0.400,101.300,0.930,-5.000
1704254400,2024-01-02 23:00:00,0.000,0.000,4.206,345.000,5.307,-4.900,0.390,101.300,0.929,-5.100
1704255300,2024-01-02 23:15:00,0.000,0.000,4.861,332.103,6.143,-4.800,0.390,101.300,0.920,-5.200
1704256200,2024-01-02 23:30:00,0.000,0.000,6.371,338.523,8.767,-5.100,0.390,101.290,0.935,-5.200
1704257100,2024-01-02 23:45:00,0.000,0.000,2.990,300.900,6.434,-5.200,0.390,101.280,0.940,-5.400
1704258000,2024-01-03 00:00:00,0.000,0.000,5.033,339.185,6.998,-5.200,0.390,101.280,0.940,-5.500
1704258900,2024-01-03 00:15:00,0.000,0.000,4.939,337.068,7.659,-5.100,0.390,101.270,0.941,-5.400
1704259800,2024-01-03 00:30:00,0.000,0.000,6.341,349.758,9.019,-5.600,0.390,101.270,0.958,-5.600
1704260700,2024-01-03 00:45:00,0.000,0.000,6.451,344.624,7.911,-5.600,0.380,101.280,0.942,-5.700
1704261600,2024-01-03 01:00:00,0.000,0.000,4.701,351.200,6.512,-5.700,0.370,101.290,0.938,-5.800
1704262500,2024-01-03 01:15:00,0.000,0.000,5.432,336.371,7.464,-5.900,0.370,101.290,0.947,-6.000
1704263400,2024-01-03 01:30:00,0.000,0.000,7.633,334.022,9.505,-6.000,0.370,101.300,0.952,-6.100
1704264300,2024-01-03 01:45:00,0.000,0.000,6.007,329.036,8.417,-6.300,0.370,101.290,0.966,-6.200
1704265200,2024-01-03 02:00:00,0.000,0.000,5.338,334.088,7.367,-6.300,0.370,101.290,0.962,-6.300
1704266100,2024-01-03 02:15:00,0.000,0.000,6.326,327.677,8.844,-6.500,0.360,101.300,0.967,-6.400
1704267000,2024-01-03 02:30:00,0.000,0.000,5.817,323.973,8.067,-6.600,0.360,101.300,0.964,-6.600
1704267900,2024-01-03 02:45:00,0.000,0.000,4.938,312.926,8.067,-6.800,0.360,101.290,0.964,-6.700
1704268800,2024-01-03 03:00:00,0.000,0.000,4.229,320.970,6.687,-6.700,0.350,101.280,0.953,-6.900
1704269700,2024-01-03 03:15:00,0.000,0.000,5.217,336.970,6.415,-6.900,0.350,101.270,0.962,-6.800
1704270600,2024-01-03 03:30:00,0.000,0.000,6.304,334.620,8.106,-6.900,0.350,101.270,0.967,-6.900
1704271500,2024-01-03 03:45:00,0.000,0.000,8.270,326.795,10.905,-7.000,0.350,101.270,0.969,-6.900
1704272400,2024-01-03 04:00:00,0.000,0.000,7.518,318.354,9.952,-6.800,0.350,101.270,0.957,-6.800
1704273300,2024-01-03 04:15:00,0.000,0.000,3.979,303.845,7.114,-6.700,0.360,101.280,0.957,-6.700
1704274200,2024-01-03 04:30:00,0.000,0.000,4.418,305.508,7.037,-6.700,0.350,101.290,0.952,-6.700
1704275100,2024-01-03 04:45:00,0.000,0.000,5.141,314.694,7.756,-6.500,0.360,101.290,0.950,-6.600
1704276000,2024-01-03 05:00:00,0.000,0.000,4.919,310.994,7.970,-6.700,0.360,101.300,0.956,-6.600
1704276900,2024-01-03 05:15:00,0.000,0.000,4.204,319.312,7.698,-6.600,0.360,101.300,0.956,-6.600
1704277800,2024-01-03 05:30:00,0.000,0.000,5.494,325.523,8.086,-6.600,0.360,101.320,0.957,-6.600
1704278700,2024-01-03 05:45:00,0.000,0.000,4.518,326.583,6.959,-6.500,0.360,101.320,0.953,-6.500
1704279600,2024-01-03 06:00:00,0.000,0.000,4.230,328.720,5.870,-6.400,0.360,101.310,0.952,-6.400
1704280500,2024-01-03 06:15:00,0.000,0.000,4.747,333.750,6.978,-6.300,0.360,101.310,0.958,-6.300
1704281400,2024-01-03 06:30:00,0.000,0.000,6.477,329.125,8.670,-6.400,0.360,101.330,0.960,-6.300
1704282300,2024-01-03 06:45:00,0.000,0.000,6.115,325.098,8.047,-6.300,0.360,101.340,0.959,-6.300
1704283200,2024-01-03 07:00:00,0.000,0.000,4.190,325.204,5.657,-6.200,0.370,101.350,0.949,-6.200
1704284100,2024-01-03 07:15:00,3.000,0.000,4.018,324.849,6.745,-5.900,0.370,101.350,0.943,-6.000
1704285000,2024-01-03 07:30:00,20.000,0.000,3.074,319.359,4.704,-5.600,0.380,101.370,0.950,-5.500
1704285900,2024-01-03 07:45:00,32.000,0.000,5.236,335.433,6.920,-5.600,0.390,101.380,0.967,-4.900
1704286800,2024-01-03 08:00:00,33.000,0.000,5.022,330.558,6.706,-5.400,0.390,101.380,0.947,-5.000
1704287700,2024-01-03 08:15:00,36.000,0.000,5.166,331.699,8.009,-5.200,0.390,101.390,0.937,-4.900
1704288600,2024-01-03 08:30:00,50.000,0.000,6.514,335.117,9.117,-4.900,0.400,101.400,0.931,-4.700
1704289500,2024-01-03 08:45:00,45.000,0.000,4.457,321.730,6.512,-4.500,0.400,101.400,0.922,-4.300
1704290400,2024-01-03 09:00:00,45.000,0.000,3.728,309.500,6.337,-4.100,0.420,101.410,0.920,-4.000
